timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2884.69,14.9,1.51,6.05,244.43,30.34,1.42,1.17,50.68,85.63
60000,2886.4,15.05,1.48,5.92,252.64,30.15,1.44,1.24,50.17,85.73
120000,2864.16,14.55,1.55,5.76,246.91,30.11,1.32,1.21,50.19,85.46
180000,2872.09,14.8,1.61,5.84,247.75,29.96,1.42,1.26,49.56,85.47
240000,2876.85,14.73,1.41,5.85,244.98,30.1,1.32,1.24,50.56,85.41
300000,2903.58,15.53,1.5,6.04,254.83,30.02,1.7,1.25,51.73,84.99
360000,2846.3,14.22,1.47,5.78,243.48,30.41,1.45,1.31,49.31,85.47
420000,2889.4,14.93,1.6,5.72,246.52,30.23,1.29,1.28,50.61,85.56
480000,2886.23,14.68,1.48,5.92,250.59,30.15,1.58,1.29,51.02,85.43
540000,2869.39,14.56,1.58,5.83,246.57,30.14,1.36,1.24,49.78,85.58
600000,2887.71,15.07,1.44,5.81,248.25,30.11,1.45,1.31,51.0,85.87
660000,2855.86,14.51,1.48,5.88,246.03,30.45,1.44,1.26,49.58,85.48
720000,2874.43,14.76,1.6,5.78,250.09,30.21,1.47,1.28,50.63,85.86
780000,2886.15,15.29,1.51,5.88,242.54,30.01,1.52,1.43,50.84,85.94
840000,2879.88,15.05,1.54,5.87,253.78,29.76,1.42,1.26,51.0,85.49
900000,2876.89,14.69,1.57,6.01,243.94,29.98,1.26,1.09,50.17,85.39
960000,2880.28,14.72,1.55,5.94,247.25,30.4,1.39,1.11,50.43,85.53
1020000,2875.49,14.65,1.46,5.91,247.84,30.0,1.29,1.1,49.97,85.23
1080000,2856.81,14.53,1.48,5.86,246.34,30.29,1.57,1.41,49.12,85.8
1140000,2882.74,15.19,1.51,5.8,243.7,30.05,1.58,1.26,50.98,85.57
1200000,2883.91,14.91,1.47,6.1,245.05,30.23,1.44,1.2,50.79,85.91
1260000,2896.9,15.24,1.55,5.9,252.15,30.13,1.71,1.48,51.02,86.22
1320000,2893.36,15.1,1.44,5.95,247.95,30.02,1.52,1.29,51.08,85.83
1380000,2888.3,14.99,1.52,5.83,247.28,30.27,1.6,1.23,50.84,86.4
1440000,2861.67,14.71,1.49,5.75,249.61,30.3,1.54,1.31,49.61,86.1
1500000,2860.81,14.45,1.57,5.87,244.4,30.13,1.38,1.11,49.15,86.0
1560000,2889.68,14.87,1.52,5.94,247.99,30.27,1.43,1.32,49.46,85.87
1620000,2880.58,14.82,1.46,5.82,249.66,30.36,1.46,1.3,51.9,85.32
1680000,2854.39,14.58,1.63,5.74,241.89,30.14,1.39,1.23,49.06,85.73
1740000,2859.99,14.78,1.59,5.74,251.35,29.95,1.4,1.25,50.26,85.97
1800000,2852.49,14.5,1.56,6.0,245.76,30.24,1.58,1.33,50.32,85.37
1860000,2882.08,14.81,1.46,5.9,250.63,30.21,1.37,1.13,50.05,85.82
1920000,2861.65,14.51,1.56,5.64,250.82,30.11,1.53,1.35,49.4,85.27
1980000,2869.14,14.48,1.54,5.89,246.43,30.3,1.28,1.02,49.89,85.51
2040000,2865.14,14.62,1.45,5.89,250.39,30.25,1.38,1.11,50.49,85.3
2100000,2854.95,14.81,1.49,5.69,249.19,30.21,1.44,1.28,51.04,85.5
2160000,2857.2,14.37,1.48,5.8,243.54,30.4,1.42,1.1,50.29,85.13
2220000,2868.15,14.57,1.6,5.85,247.23,29.75,1.22,1.02,50.03,85.09
2280000,2882.57,14.66,1.43,5.92,248.82,30.2,1.46,1.32,50.8,85.73
2340000,2885.73,15.13,1.49,5.94,248.34,30.29,1.66,1.56,51.25,85.88
2400000,2867.11,14.6,1.45,5.61,248.61,30.11,1.54,1.29,50.28,85.5
2460000,2872.71,14.39,1.43,5.71,249.71,30.26,1.46,1.19,50.38,85.62
2520000,2863.72,14.43,1.5,5.73,243.44,30.15,1.59,1.46,48.79,85.78
2580000,2878.91,15.02,1.55,5.67,249.09,30.29,1.48,1.1,51.16,85.05
2640000,2868.14,15.02,1.41,5.68,249.46,31.42,1.55,1.18,51.2,85.11
2700000,2891.11,15.17,1.52,5.92,248.09,31.28,1.46,1.24,53.15,85.35
2760000,2882.41,14.94,1.56,5.78,244.5,31.07,1.55,1.3,51.56,85.63
2820000,2882.33,14.87,1.5,5.76,245.86,31.1,1.43,1.24,51.99,85.68
2880000,2885.66,14.74,1.53,5.86,251.18,31.21,1.48,1.38,51.45,85.37
2940000,2907.06,15.28,1.4,6.06,255.29,30.87,1.63,1.47,52.63,85.52
3000000,2909.52,15.59,1.56,5.98,247.8,31.74,1.43,1.26,51.82,85.69
3060000,2891.96,15.45,1.55,5.86,246.86,31.31,1.48,1.24,52.42,85.2
3120000,2904.99,15.4,1.38,5.67,251.63,31.29,1.55,1.26,51.64,85.93
3180000,2895.44,15.15,1.48,5.93,252.73,31.0,1.35,1.22,51.51,86.16
3240000,2910.93,15.42,1.47,6.08,244.34,31.55,1.42,1.29,52.09,85.42
3300000,2899.87,15.28,1.52,6.04,246.85,31.31,1.54,1.42,52.33,85.15
3360000,2903.59,15.09,1.5,5.94,252.41,31.22,1.42,1.17,52.03,85.63
3420000,2910.15,15.52,1.35,5.98,252.32,31.33,1.53,1.22,52.42,84.93
3480000,2904.4,15.13,1.52,6.06,255.01,31.25,1.45,1.27,52.39,85.59
3540000,2913.28,15.11,1.39,5.96,247.97,31.16,1.42,1.21,51.95,85.69
3600000,2920.68,15.95,1.47,6.02,251.31,31.27,1.37,1.12,54.22,84.82
3660000,2911.13,15.28,1.63,5.99,254.43,31.2,1.56,1.36,52.33,85.53
3720000,2903.18,14.98,1.51,6.06,251.23,31.38,1.5,1.3,51.97,85.35
3780000,2931.64,15.77,1.54,6.18,253.46,31.34,1.62,1.4,53.18,85.05
3840000,2935.72,16.19,1.48,6.1,253.71,31.43,1.53,1.23,53.79,84.79
3900000,2923.75,15.73,1.56,5.81,249.13,31.28,1.57,1.45,53.18,85.03
3960000,2901.21,15.37,1.51,5.98,244.78,31.46,1.52,1.25,51.77,85.46
4020000,2944.07,15.63,1.56,6.13,256.65,31.2,1.26,1.13,52.53,85.13
4080000,2932.69,15.44,1.43,5.93,252.77,31.32,1.7,1.35,52.61,84.61
4140000,2923.5,15.84,1.5,6.04,252.03,31.51,1.4,1.25,53.58,84.94
4200000,2903.76,15.56,1.54,6.02,253.64,31.54,1.46,1.34,53.75,84.75
4260000,2917.68,15.41,1.52,5.91,253.92,31.13,1.51,1.28,52.72,84.87
4320000,2924.5,15.45,1.47,6.06,251.67,31.07,1.63,1.46,52.39,84.91
4380000,2933.64,16.03,1.48,5.98,245.6,31.43,1.42,1.29,53.55,84.54
4440000,2920.01,15.32,1.48,6.03,250.39,31.63,1.49,1.32,52.64,85.86
4500000,2944.19,15.82,1.47,5.9,255.74,31.21,1.52,1.31,52.36,85.45
4560000,2919.25,15.49,1.5,5.9,247.82,31.31,1.53,1.29,52.28,85.66
4620000,2945.96,15.5,1.51,6.11,253.18,31.67,1.54,1.25,52.07,85.17
4680000,2925.96,15.76,1.51,6.09,251.6,31.28,1.45,1.41,53.06,85.21
4740000,2934.35,15.97,1.49,5.99,251.3,31.65,1.64,1.36,52.7,84.89
4800000,2940.36,15.49,1.49,6.19,252.24,31.0,1.66,1.4,52.41,84.91
4860000,2922.76,15.5,1.51,5.89,255.71,31.31,1.57,1.28,52.54,85.12
4920000,2919.66,15.44,1.51,6.08,248.04,31.5,1.47,1.05,51.72,84.73
4980000,2926.14,15.88,1.49,6.06,250.6,31.39,1.5,1.34,53.12,84.7
5040000,2927.54,15.88,1.61,6.11,250.01,31.37,1.54,1.19,52.59,84.88
5100000,2926.69,15.28,1.53,6.1,250.86,31.26,1.49,1.26,52.71,85.42
5160000,2913.01,15.39,1.54,6.2,254.2,31.47,1.43,1.22,52.04,86.0
5220000,2910.8,15.28,1.52,5.88,254.46,31.18,1.46,1.17,51.92,84.94
5280000,2917.42,15.81,1.53,5.94,249.37,31.37,1.47,1.21,53.66,84.89
5340000,2925.37,15.57,1.54,6.02,251.62,30.98,1.44,1.21,53.02,84.8
5400000,2934.31,15.6,1.52,6.01,253.16,31.37,1.48,1.22,52.01,84.76
5460000,2904.42,15.52,1.47,5.9,249.66,31.23,1.44,1.13,53.41,85.33
5520000,2926.93,15.26,1.56,5.86,249.25,31.6,1.5,1.24,52.72,84.92
5580000,2939.23,15.71,1.41,6.11,249.99,31.5,1.63,1.42,52.54,85.51
5640000,2934.8,16.13,1.49,6.19,253.37,31.42,1.47,1.25,52.98,85.17
5700000,2931.89,15.63,1.37,5.98,251.76,31.23,1.58,1.31,52.4,85.11
5760000,2928.69,15.56,1.58,6.07,253.03,30.83,1.36,1.12,52.21,85.23
5820000,2921.63,15.4,1.54,6.14,253.91,31.31,1.34,1.13,52.52,85.39
5880000,2919.12,15.85,1.57,5.97,248.78,30.99,1.46,1.37,52.91,84.63
5940000,2937.86,15.73,1.47,6.07,253.58,31.32,1.5,1.3,52.86,85.19
6000000,2918.16,15.29,1.63,6.12,251.2,31.68,1.31,1.09,52.81,85.44
6060000,2933.47,15.99,1.57,6.12,253.69,31.48,1.52,1.36,53.76,84.79
6120000,2911.16,15.37,1.46,5.82,247.3,31.58,1.56,1.27,52.79,85.89
6180000,2915.73,15.94,1.5,6.09,257.03,31.49,1.6,1.28,52.51,85.34
6240000,2910.16,15.28,1.46,6.0,252.04,32.18,1.67,1.31,53.09,85.11
6300000,2891.58,15.08,1.57,5.87,254.26,31.92,1.46,1.31,51.96,85.64
6360000,2892.88,15.08,1.46,5.67,244.48,32.31,1.57,1.36,52.67,85.41
6420000,2912.94,15.53,1.45,6.07,245.77,32.16,1.56,1.19,52.23,85.3
6480000,2921.25,15.19,1.46,5.97,255.3,31.92,1.55,1.27,53.04,85.04
6540000,2891.86,15.19,1.47,5.7,250.67,32.01,1.39,1.14,52.46,85.17
6600000,2913.36,15.7,1.48,6.11,251.2,31.82,1.52,1.19,53.72,85.08
6660000,2898.27,14.89,1.43,5.72,250.11,32.04,1.43,1.18,52.4,85.49
6720000,2913.24,15.06,1.48,5.79,250.29,32.25,1.39,1.19,52.12,85.63
6780000,2892.82,15.45,1.46,5.82,249.73,31.86,1.53,1.4,53.6,85.12
6840000,2898.78,15.14,1.58,5.97,246.14,32.17,1.67,1.39,52.44,85.07
6900000,2911.79,15.47,1.51,5.93,247.79,32.28,1.64,1.31,52.42,85.38
6960000,2890.57,15.2,1.54,5.85,250.62,32.27,1.49,1.31,52.48,85.39
7020000,2886.59,15.18,1.45,5.68,245.9,31.94,1.37,1.14,52.98,84.69
7080000,2899.91,14.68,1.4,5.93,252.51,31.7,1.49,1.3,52.48,85.63
7140000,2873.17,15.25,1.48,5.83,246.73,32.1,1.62,1.33,52.83,84.73
7200000,2906.74,15.32,1.55,6.01,245.85,31.9,1.44,1.26,53.31,85.91
7260000,2899.5,14.9,1.57,5.87,246.33,32.12,1.48,1.35,52.07,85.49
7320000,2878.08,15.17,1.52,5.88,249.14,31.86,1.32,1.21,52.42,84.82
7380000,2883.91,15.12,1.49,5.82,252.84,31.75,1.54,1.35,53.04,85.38
