timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2940.21,15.66,1.48,6.15,251.24,30.35,1.37,1.03,50.94,85.55
60000,2941.53,15.81,1.44,6.12,256.03,30.37,1.42,1.27,51.59,85.3
120000,2938.18,15.86,1.51,5.95,254.6,30.17,1.42,1.1,50.9,85.2
180000,2962.14,15.91,1.54,6.14,255.61,30.29,1.59,1.39,51.88,85.3
240000,2936.16,15.53,1.5,6.13,256.42,30.51,1.44,1.17,51.12,85.9
300000,2904.49,14.85,1.51,5.91,252.42,30.11,1.49,1.36,49.89,86.52
360000,2937.63,15.58,1.54,6.03,255.9,30.29,1.26,1.08,51.24,85.86
420000,2940.18,15.75,1.52,6.18,254.18,30.67,1.57,1.2,51.33,85.5
480000,2945.12,15.76,1.53,6.15,254.8,30.15,1.34,1.15,51.79,85.57
540000,2926.62,15.81,1.43,6.24,256.55,30.28,1.39,1.23,51.96,85.53
600000,2911.86,15.09,1.46,6.02,249.23,30.17,1.38,1.21,50.72,86.1
660000,2910.68,15.29,1.53,5.83,250.13,30.35,1.42,1.2,49.8,86.45
720000,2959.94,16.31,1.44,6.14,255.88,30.15,1.51,1.38,51.75,85.09
780000,2931.05,15.72,1.49,6.12,250.53,30.23,1.4,1.07,51.57,85.57
840000,2943.6,15.79,1.46,6.2,254.25,30.27,1.5,1.25,51.08,85.71
900000,2914.99,15.36,1.47,6.15,248.7,30.07,1.66,1.38,50.78,86.41
960000,2903.83,15.46,1.46,5.83,248.81,30.22,1.42,1.27,51.48,85.94
1020000,2951.05,15.85,1.49,6.26,253.4,30.17,1.43,1.22,51.3,85.47
1080000,2907.4,15.28,1.47,5.85,251.29,30.43,1.4,1.19,51.01,85.85
1140000,2920.77,15.63,1.52,6.04,252.58,30.41,1.69,1.46,51.15,85.86
1200000,2919.29,15.53,1.57,5.97,251.3,30.22,1.59,1.28,51.47,85.73
1260000,2893.59,14.54,1.49,5.82,253.23,30.33,1.37,1.32,50.17,85.45
1320000,2911.07,15.16,1.53,6.11,252.06,30.0,1.39,1.23,50.96,85.79
1380000,2896.05,15.17,1.56,5.88,250.32,30.17,1.34,1.24,50.13,85.81
1440000,2896.94,14.73,1.48,6.08,251.22,30.06,1.54,1.35,50.54,86.31
1500000,2935.71,15.74,1.48,6.25,248.64,30.39,1.37,1.3,51.94,85.54
1560000,2935.27,15.84,1.54,6.17,260.26,30.1,1.42,1.35,51.61,85.31
1620000,2871.34,14.91,1.58,5.86,249.47,29.83,1.43,1.35,50.58,85.75
1680000,2905.21,15.08,1.48,6.0,249.02,30.33,1.47,1.32,49.81,86.38
1740000,2929.34,15.55,1.54,6.04,254.68,30.11,1.35,1.09,51.41,85.58
1800000,2912.96,14.95,1.49,5.96,252.72,30.58,1.37,1.15,49.95,85.84
1860000,2905.69,15.26,1.51,6.04,253.29,30.35,1.53,1.18,50.09,86.28
1920000,2911.03,15.31,1.5,6.09,250.26,30.43,1.39,1.2,50.67,86.27
1980000,2879.3,14.93,1.47,5.91,242.32,30.1,1.38,1.05,50.02,86.42
2040000,2890.13,15.07,1.43,5.98,246.42,30.23,1.32,1.09,50.08,85.99
2100000,2923.94,15.55,1.54,5.72,250.8,30.34,1.18,1.05,51.86,85.47
2160000,2890.85,14.91,1.58,6.0,246.63,30.36,1.34,1.13,50.78,86.11
2220000,2917.04,15.39,1.45,5.97,255.01,30.2,1.59,1.43,51.09,86.46
2280000,2891.44,14.93,1.56,5.75,246.73,30.16,1.58,1.36,50.55,85.92
2340000,2887.43,14.8,1.5,5.88,252.33,30.38,1.41,1.08,50.6,86.01
2400000,2864.2,14.34,1.52,5.71,247.72,29.95,1.27,1.02,49.18,86.91
2460000,2874.24,14.72,1.47,5.85,243.92,30.15,1.48,1.29,50.19,85.65
2520000,2879.99,14.91,1.45,5.98,247.22,30.24,1.49,1.26,50.83,86.02
2580000,2869.73,14.79,1.46,5.86,245.85,29.92,1.52,1.25,50.19,85.98
2640000,2922.66,15.48,1.63,6.11,249.86,31.54,1.45,1.35,52.63,85.2
2700000,2894.61,14.99,1.56,6.01,248.2,31.28,1.33,1.2,51.55,86.26
2760000,2888.99,14.71,1.51,5.91,246.17,31.34,1.33,1.04,51.79,85.89
2820000,2890.46,15.0,1.46,5.82,242.01,31.48,1.44,1.19,51.61,85.87
2880000,2883.32,14.99,1.54,5.83,247.72,31.26,1.46,1.19,51.63,86.3
2940000,2906.58,15.1,1.51,5.99,252.03,31.58,1.55,1.47,51.72,85.81
3000000,2879.85,14.84,1.53,5.8,248.41,31.34,1.42,1.27,51.14,86.25
3060000,2875.62,14.7,1.45,5.95,245.99,31.42,1.4,1.1,50.34,86.51
3120000,2830.0,14.26,1.48,5.54,243.63,31.22,1.38,1.12,50.27,85.6
3180000,2861.59,14.57,1.56,5.82,249.86,31.4,1.46,1.22,50.68,86.04
3240000,2866.54,14.7,1.52,5.87,242.33,31.59,1.32,1.09,51.44,85.75
3300000,2896.12,15.03,1.55,5.95,251.91,31.3,1.46,1.33,51.28,85.79
3360000,2885.36,14.77,1.57,5.77,245.1,31.32,1.38,1.16,51.58,85.74
3420000,2886.84,14.94,1.55,5.87,246.21,31.07,1.37,1.07,51.72,85.02
3480000,2886.32,14.71,1.55,5.86,251.36,30.96,1.16,1.06,50.43,86.28
3540000,2888.84,15.05,1.48,5.85,244.24,31.21,1.33,1.16,50.95,85.55
3600000,2862.79,14.42,1.59,5.71,243.93,31.01,1.49,1.28,51.03,85.51
3660000,2882.53,15.03,1.47,5.85,249.79,31.33,1.37,1.23,51.76,85.97
3720000,2875.21,14.6,1.48,5.9,239.92,31.53,1.5,1.22,50.86,85.75
