timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2907.95,15.29,1.56,5.76,248.44,30.3,1.58,1.36,51.66,84.38
60000,2924.03,15.79,1.5,6.12,252.49,30.52,1.62,1.29,51.69,84.77
120000,2936.09,15.95,1.5,5.98,247.56,30.21,1.61,1.35,52.82,84.15
180000,2909.19,15.76,1.49,5.87,249.67,30.28,1.7,1.48,52.3,84.38
240000,2933.63,16.05,1.48,6.19,250.2,30.25,1.74,1.36,52.7,84.18
300000,2905.63,15.36,1.52,6.18,250.08,30.36,1.61,1.39,51.68,85.24
360000,2931.13,15.43,1.46,5.89,252.39,30.35,1.7,1.39,51.99,85.11
420000,2916.15,15.47,1.48,5.99,244.26,30.45,1.67,1.34,51.85,85.08
480000,2887.28,15.15,1.59,5.75,245.53,30.02,1.5,1.16,51.86,84.65
540000,2898.17,15.39,1.42,6.0,247.04,30.48,1.7,1.39,52.1,84.93
600000,2931.99,15.63,1.48,5.95,250.18,30.14,1.53,1.32,51.87,85.16
660000,2916.55,15.46,1.5,5.87,252.37,30.54,1.78,1.55,52.04,84.91
720000,2901.91,14.81,1.52,5.93,249.52,30.19,1.72,1.54,50.33,84.74
780000,2907.35,15.47,1.47,5.92,249.9,30.18,1.53,1.4,52.25,84.44
840000,2875.84,14.56,1.51,5.78,245.67,30.04,1.71,1.35,49.84,84.92
900000,2891.8,15.01,1.57,6.01,250.94,30.57,1.64,1.54,50.33,85.2
960000,2914.43,15.39,1.54,5.88,251.81,30.56,1.54,1.37,51.86,84.66
1020000,2921.71,15.84,1.44,5.64,251.1,30.18,1.68,1.34,52.44,84.11
1080000,2895.04,15.37,1.51,5.85,245.94,30.79,1.57,1.24,52.33,85.55
1140000,2896.29,15.28,1.58,6.0,249.13,30.24,1.65,1.37,51.67,85.37
1200000,2929.83,15.55,1.43,6.05,254.3,30.28,1.75,1.49,51.63,84.55
1260000,2898.39,15.29,1.53,5.93,248.84,30.53,1.67,1.41,51.47,84.83
1320000,2892.62,15.23,1.53,5.89,250.01,30.37,1.64,1.44,51.7,84.69
1380000,2904.59,15.22,1.51,5.89,253.64,30.22,1.69,1.48,51.99,85.1
1440000,2908.39,15.5,1.53,5.75,250.17,30.23,1.55,1.32,51.66,85.67
1500000,2938.82,15.97,1.49,6.04,247.87,30.1,1.67,1.43,53.13,84.46
1560000,2888.47,15.3,1.55,5.91,252.87,30.19,1.69,1.41,51.66,84.67
1620000,2883.22,15.3,1.48,5.67,251.88,29.74,1.53,1.34,52.37,84.13
1680000,2890.2,14.92,1.52,6.02,251.48,30.14,1.56,1.42,51.75,85.14
1740000,2891.1,15.38,1.49,5.77,250.52,30.27,1.71,1.5,51.83,85.07
1800000,2883.63,14.88,1.46,5.76,246.92,29.95,1.72,1.3,50.99,84.4
1860000,2873.17,14.56,1.43,5.79,250.78,29.55,1.55,1.31,49.84,84.99
1920000,2875.88,15.21,1.5,5.75,247.2,30.74,1.55,1.32,52.41,84.55
1980000,2894.09,14.97,1.5,5.83,249.64,30.06,1.63,1.39,50.99,85.05
2040000,2889.69,15.21,1.49,5.89,250.02,30.17,1.65,1.44,51.46,84.48
2100000,2898.55,14.88,1.45,5.85,254.65,30.13,1.76,1.57,51.28,84.74
2160000,2864.87,15.09,1.55,5.8,247.78,30.27,1.7,1.48,50.88,84.75
2220000,2881.79,15.24,1.43,5.86,250.93,30.28,1.44,1.36,52.29,84.79
2280000,2886.12,15.01,1.47,5.93,243.33,30.31,1.65,1.62,51.53,85.39
2340000,2877.56,15.07,1.52,5.83,253.39,30.27,1.6,1.41,50.46,85.22
2400000,2883.73,14.96,1.54,5.82,248.49,30.0,1.64,1.48,50.91,84.82
2460000,2873.12,15.03,1.51,5.6,239.51,29.94,1.62,1.39,51.5,84.5
2520000,2873.92,14.74,1.58,5.82,246.85,30.06,1.71,1.45,51.42,84.45
2580000,2866.51,14.62,1.47,5.81,244.92,30.35,1.52,1.19,49.6,84.87
2640000,2875.91,14.88,1.55,5.53,249.41,30.9,1.7,1.43,51.92,84.88
2700000,2874.73,15.07,1.55,5.97,249.47,31.33,1.65,1.29,51.37,85.08
2760000,2857.38,14.69,1.52,5.69,248.77,30.84,1.73,1.47,52.32,84.6
2820000,2867.35,15.07,1.53,5.85,245.65,31.14,1.76,1.51,52.59,84.65
2880000,2870.91,14.68,1.59,5.74,250.5,31.3,1.62,1.29,51.46,85.09
2940000,2889.14,14.86,1.52,5.82,246.33,31.41,1.68,1.51,52.68,84.66
3000000,2862.86,14.75,1.57,5.7,248.23,31.29,1.58,1.07,51.49,85.0
3060000,2852.31,14.54,1.51,5.67,246.07,31.62,1.58,1.34,52.15,84.13
3120000,2846.63,14.37,1.56,5.56,241.75,31.08,1.62,1.38,51.6,84.65
3180000,2855.1,14.41,1.58,5.6,247.39,31.25,1.61,1.31,51.43,84.58
3240000,2885.09,14.85,1.51,5.83,251.61,31.49,1.63,1.45,52.32,84.77
3300000,2854.31,14.54,1.52,5.68,247.63,31.06,1.75,1.44,51.94,84.95
3360000,2906.85,15.25,1.42,5.94,245.09,31.19,1.57,1.18,52.61,84.9
