timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2905.13,15.66,1.56,5.95,250.68,30.22,1.59,1.29,52.34,85.59
60000,2876.28,14.56,1.43,5.87,247.55,30.14,1.46,1.38,49.4,85.7
120000,2904.87,15.31,1.54,5.97,254.17,30.61,1.56,1.32,51.46,85.62
180000,2914.72,15.34,1.42,6.09,249.84,30.32,1.51,1.32,51.18,85.28
240000,2921.34,15.84,1.48,5.92,252.19,30.28,1.68,1.52,52.13,85.62
300000,2909.64,15.23,1.52,6.05,245.33,30.5,1.5,1.18,50.5,85.07
360000,2892.8,15.48,1.5,5.89,252.02,30.02,1.66,1.56,50.31,85.88
420000,2942.84,15.86,1.47,6.16,255.72,30.2,1.43,1.3,52.16,85.51
480000,2913.07,15.25,1.56,6.12,250.57,30.15,1.48,1.24,50.94,85.47
540000,2921.34,15.38,1.46,5.98,254.59,30.05,1.53,1.17,52.01,85.26
600000,2952.6,16.3,1.45,6.2,253.54,30.32,1.58,1.37,53.39,84.45
660000,2926.24,15.51,1.42,6.18,250.2,30.12,1.41,1.27,51.76,85.08
720000,2922.67,15.58,1.46,5.94,257.99,30.22,1.39,1.18,51.26,84.77
780000,2945.62,16.13,1.53,5.96,254.05,30.5,1.62,1.4,53.32,85.01
840000,2910.1,15.29,1.37,6.12,246.24,29.88,1.51,1.37,50.41,85.94
900000,2912.81,15.45,1.5,6.0,248.06,30.36,1.53,1.42,51.87,85.59
960000,2918.8,15.43,1.46,5.97,247.13,30.49,1.55,1.24,50.82,85.2
1020000,2947.15,16.21,1.48,6.18,254.29,30.16,1.6,1.27,52.67,84.53
1080000,2938.38,15.72,1.5,6.3,251.47,30.33,1.33,1.15,51.5,84.65
1140000,2919.04,15.69,1.5,6.18,249.08,30.03,1.46,1.23,50.97,85.69
1200000,2919.49,15.49,1.49,5.79,249.15,30.17,1.44,1.31,51.68,85.22
1260000,2932.47,15.57,1.48,6.1,254.52,29.96,1.41,1.15,51.55,84.72
1320000,2934.83,15.82,1.53,6.04,253.24,30.24,1.37,1.03,52.02,85.29
1380000,2940.52,15.62,1.5,5.96,253.09,30.46,1.44,1.14,52.57,84.47
1440000,2937.89,15.99,1.56,6.1,256.66,30.09,1.36,1.2,52.0,85.48
1500000,2934.51,15.51,1.46,6.07,257.66,29.94,1.54,1.3,51.6,85.24
1560000,2925.1,15.49,1.42,5.92,255.71,30.38,1.59,1.31,51.75,85.53
1620000,2942.55,15.78,1.4,6.0,250.08,30.09,1.47,1.22,52.17,84.45
1680000,2934.72,15.66,1.44,6.11,247.19,30.4,1.44,1.34,51.42,85.63
1740000,2932.38,15.39,1.46,6.19,249.56,30.14,1.47,1.09,51.53,84.93
1800000,2928.78,15.3,1.43,6.02,254.22,30.09,1.47,1.28,49.87,85.43
1860000,2914.62,15.9,1.51,5.92,248.9,30.42,1.55,1.35,51.82,85.55
1920000,2932.72,15.59,1.51,6.18,251.94,30.45,1.55,1.34,51.12,85.53
1980000,2948.67,15.86,1.47,6.1,249.24,30.39,1.51,1.31,52.05,84.61
2040000,2922.92,15.48,1.52,6.06,253.25,30.12,1.46,1.26,52.5,85.06
2100000,2943.77,15.78,1.48,5.98,252.1,30.06,1.62,1.41,51.7,85.3
2160000,2923.18,15.73,1.5,6.24,249.04,30.02,1.43,1.26,51.77,85.78
2220000,2907.67,15.58,1.49,6.02,256.67,30.32,1.59,1.34,51.66,85.27
2280000,2914.01,14.96,1.52,5.89,255.99,30.31,1.82,1.66,50.34,84.92
2340000,2909.43,15.08,1.48,6.11,250.17,30.56,1.53,1.3,50.88,85.85
2400000,2910.1,15.02,1.56,6.0,253.87,29.69,1.53,1.16,49.75,85.68
2460000,2936.44,15.35,1.51,6.04,248.35,30.02,1.54,1.37,51.55,85.15
2520000,2921.53,15.15,1.51,6.02,249.88,30.69,1.58,1.37,50.95,85.58
2580000,2908.17,15.63,1.53,6.02,250.92,30.01,1.57,1.31,51.91,85.91
2640000,2912.83,15.61,1.55,5.96,245.97,31.39,1.41,1.42,53.08,84.85
2700000,2911.91,15.28,1.54,5.92,249.84,31.17,1.54,1.38,52.28,85.2
2760000,2930.73,15.36,1.53,6.02,252.53,31.48,1.46,1.31,51.58,85.14
2820000,2911.73,15.39,1.5,5.79,251.61,31.17,1.5,1.4,52.6,84.97
2880000,2909.11,15.3,1.55,5.76,255.69,31.22,1.49,1.24,52.66,84.59
2940000,2897.96,15.27,1.51,5.86,251.26,31.84,1.41,1.25,52.77,85.62
3000000,2906.21,15.44,1.42,6.13,249.81,31.33,1.62,1.29,52.63,85.15
3060000,2912.78,15.16,1.46,5.94,248.8,31.76,1.45,1.13,51.83,85.85
3120000,2916.15,15.35,1.46,5.98,260.19,31.35,1.72,1.47,53.25,84.77
3180000,2899.27,15.04,1.47,5.88,251.53,31.58,1.54,1.34,52.27,85.19
3240000,2907.99,15.36,1.47,5.94,253.4,31.27,1.7,1.41,52.18,85.89
3300000,2881.67,15.0,1.45,5.86,244.21,31.3,1.51,1.29,52.06,84.72
3360000,2885.25,14.92,1.59,5.73,251.22,31.25,1.65,1.29,51.68,84.75
3420000,2871.17,15.09,1.45,5.67,245.2,31.35,1.7,1.4,51.76,85.43
3480000,2904.81,15.56,1.41,6.0,248.75,31.21,1.54,1.35,52.14,85.37
3540000,2889.26,15.35,1.54,5.88,248.82,31.6,1.76,1.54,52.44,85.28
3600000,2905.24,15.56,1.43,5.95,251.56,31.18,1.29,1.01,51.88,85.85
3660000,2900.5,15.06,1.54,5.87,254.79,31.31,1.4,1.13,51.2,85.58
3720000,2899.04,15.07,1.5,5.89,249.32,31.31,1.47,1.18,51.95,85.06
3780000,2885.38,14.75,1.52,6.04,248.12,31.07,1.71,1.55,50.94,85.5
3840000,2874.13,14.81,1.47,5.72,247.83,31.1,1.47,1.34,51.75,85.28
3900000,2902.72,15.06,1.39,5.89,251.77,31.21,1.42,1.13,51.55,85.13
3960000,2912.51,15.53,1.46,5.79,257.45,31.37,1.5,1.28,53.31,85.06
4020000,2903.5,15.02,1.53,5.86,245.95,31.05,1.35,1.12,51.7,86.15
4080000,2902.68,15.24,1.47,6.0,247.2,31.4,1.73,1.47,51.36,85.9
4140000,2859.82,14.46,1.56,5.76,248.13,31.39,1.55,1.27,51.75,84.64
4200000,2849.58,14.24,1.45,5.8,247.0,31.45,1.37,1.12,50.88,84.94
4260000,2880.48,14.77,1.47,5.6,245.26,31.31,1.54,1.36,51.22,85.28
4320000,2870.59,14.9,1.49,5.78,248.54,31.08,1.45,1.17,51.19,85.76
4380000,2848.97,14.45,1.48,5.75,238.9,30.95,1.54,1.21,50.41,85.17
4440000,2885.58,14.88,1.48,5.82,250.38,31.38,1.55,1.4,51.72,85.68
4500000,2886.74,14.86,1.48,5.83,250.11,31.47,1.62,1.43,51.54,85.45
