timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2849.9,14.66,1.52,5.57,239.77,30.06,1.62,1.4,50.29,84.9
60000,2853.44,14.72,1.43,5.72,245.41,30.07,1.53,1.32,50.9,84.41
120000,2879.37,15.32,1.62,5.95,254.77,30.02,1.69,1.39,52.59,84.56
180000,2839.88,14.29,1.56,5.78,243.99,29.9,1.58,1.28,50.49,84.29
240000,2864.72,14.65,1.54,5.86,244.5,29.97,1.89,1.71,50.88,84.98
300000,2884.95,14.87,1.43,5.78,250.14,30.29,1.47,1.19,50.68,84.77
360000,2867.31,14.43,1.58,5.76,251.4,30.27,1.64,1.45,49.63,85.42
420000,2873.58,14.94,1.52,5.81,245.46,29.85,1.67,1.42,50.49,84.57
480000,2885.55,14.98,1.42,5.78,250.35,30.08,1.59,1.36,50.47,84.77
540000,2863.39,14.76,1.48,5.6,252.02,30.23,1.69,1.49,51.24,84.64
600000,2869.07,14.71,1.55,5.61,249.39,30.16,1.75,1.59,50.72,85.05
660000,2865.64,14.93,1.43,5.74,249.21,30.08,1.57,1.28,51.86,84.71
720000,2924.78,15.78,1.59,6.25,249.88,30.11,1.57,1.43,52.16,84.78
780000,2878.42,15.13,1.49,5.7,248.21,30.31,1.81,1.42,50.99,84.68
840000,2887.61,15.11,1.53,5.86,246.05,30.25,1.77,1.45,52.15,84.58
900000,2895.74,15.41,1.5,5.84,251.72,29.76,1.58,1.28,51.46,84.72
960000,2878.68,15.07,1.52,5.8,251.92,30.18,1.71,1.48,51.45,85.02
1020000,2897.98,15.19,1.5,5.66,254.37,30.19,1.57,1.22,51.04,84.57
1080000,2869.42,14.79,1.52,5.82,249.56,30.1,1.71,1.5,50.22,84.58
1140000,2893.83,15.21,1.43,6.0,243.95,30.4,1.86,1.56,50.86,84.43
1200000,2905.75,15.44,1.49,5.85,256.65,29.96,1.6,1.38,51.66,84.94
1260000,2886.98,15.11,1.52,5.95,246.01,30.4,1.66,1.41,50.85,84.78
1320000,2897.79,15.43,1.61,5.69,249.49,29.92,1.67,1.45,52.12,84.42
1380000,2907.6,15.07,1.53,6.02,247.65,29.85,1.57,1.28,52.09,84.59
1440000,2894.86,15.32,1.56,5.72,252.15,30.53,1.65,1.46,50.83,84.46
1500000,2884.95,14.68,1.36,5.87,247.73,30.09,1.5,1.36,49.98,84.89
1560000,2879.44,14.99,1.54,5.77,250.25,30.08,1.95,1.59,51.32,84.56
1620000,2887.07,15.19,1.5,5.6,249.08,29.77,1.83,1.52,51.79,85.21
1680000,2892.7,15.37,1.46,5.84,248.66,30.23,1.73,1.45,51.94,84.5
1740000,2919.52,15.65,1.42,5.81,262.11,30.16,1.74,1.51,51.77,85.04
1800000,2884.43,15.31,1.61,6.01,249.75,30.28,1.53,1.25,51.2,84.97
1860000,2905.83,15.76,1.49,6.0,251.46,30.34,1.64,1.47,53.48,83.86
1920000,2942.92,16.05,1.42,6.06,256.67,30.02,1.61,1.34,52.8,83.58
1980000,2911.17,15.15,1.49,5.79,249.71,30.07,1.71,1.57,51.67,85.03
2040000,2908.09,15.64,1.5,5.84,251.2,30.27,1.71,1.55,51.98,84.72
2100000,2923.58,15.57,1.48,6.05,250.15,30.46,1.71,1.53,53.04,84.34
2160000,2938.02,15.78,1.44,6.1,255.12,30.19,1.93,1.77,53.1,84.36
2220000,2919.8,15.94,1.61,6.03,252.17,30.37,1.59,1.31,53.02,83.96
2280000,2934.52,15.7,1.51,5.96,252.86,30.22,1.66,1.49,53.0,84.27
2340000,2951.26,16.43,1.47,6.12,254.43,30.37,1.86,1.57,53.54,83.82
2400000,2922.06,15.71,1.53,6.04,256.18,30.45,1.77,1.4,53.04,84.98
2460000,2912.03,15.65,1.53,6.03,253.98,30.42,1.72,1.45,52.4,84.05
2520000,2898.32,15.27,1.58,5.84,248.18,30.22,1.83,1.65,51.54,84.72
2580000,2902.02,15.41,1.59,5.9,252.69,30.15,1.74,1.41,51.47,85.35
2640000,2902.36,15.47,1.43,5.75,247.43,31.26,1.67,1.53,53.7,84.54
2700000,2923.76,15.58,1.41,5.95,252.32,31.27,1.81,1.52,53.66,83.95
2760000,2929.05,15.5,1.45,6.22,253.01,31.24,1.8,1.41,53.16,84.34
2820000,2917.33,15.71,1.42,5.83,246.99,31.41,1.58,1.51,53.03,84.44
2880000,2941.67,15.87,1.56,6.11,258.47,31.45,1.9,1.59,54.58,83.88
2940000,2933.6,16.19,1.5,6.05,249.61,31.77,1.8,1.46,54.52,84.16
3000000,2930.91,15.74,1.5,6.11,250.73,30.96,1.62,1.3,53.33,84.18
3060000,2935.95,15.71,1.4,6.02,252.9,31.29,1.69,1.56,53.11,84.31
3120000,2940.2,15.64,1.48,6.1,252.4,31.35,1.91,1.65,53.06,84.11
3180000,2942.61,16.15,1.49,6.01,256.99,31.31,1.56,1.18,54.0,83.43
3240000,2921.94,15.67,1.47,6.08,248.8,31.5,1.6,1.29,53.66,84.97
3300000,2912.79,15.88,1.49,5.8,253.13,31.46,1.57,1.3,53.07,84.36
