timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2854.01,14.68,1.58,5.76,243.03,30.2,1.2,0.98,50.07,85.74
60000,2861.98,14.62,1.45,5.82,249.29,30.08,1.24,1.04,50.13,86.75
120000,2857.99,14.66,1.55,5.75,245.29,29.93,1.28,1.07,50.44,86.0
180000,2863.27,14.75,1.41,5.87,249.27,30.56,1.27,0.98,49.72,86.36
240000,2873.75,14.53,1.56,5.87,240.86,30.44,1.37,1.18,49.06,86.54
300000,2858.11,14.56,1.5,5.72,242.41,30.11,1.17,1.01,48.11,86.63
360000,2884.38,14.74,1.49,5.72,245.48,30.27,1.14,0.96,50.2,86.27
420000,2873.4,14.79,1.52,5.88,244.54,30.29,1.2,1.01,50.55,86.4
480000,2896.73,15.14,1.5,5.96,256.62,30.31,1.52,1.25,50.81,86.12
540000,2881.65,14.94,1.43,6.03,254.12,30.27,1.34,1.17,50.55,85.74
600000,2862.57,14.67,1.48,5.95,247.77,30.29,1.35,1.0,49.99,86.07
660000,2868.97,14.39,1.5,5.89,252.14,30.11,1.3,1.02,49.9,86.29
720000,2877.62,14.59,1.53,6.01,247.46,30.29,1.35,1.24,49.91,86.64
780000,2913.93,15.29,1.51,6.12,253.65,30.37,1.15,0.95,50.68,86.52
840000,2936.95,15.55,1.53,6.08,252.97,30.26,1.28,1.09,51.58,85.34
900000,2901.26,15.61,1.65,5.91,246.34,30.27,1.31,1.09,51.42,86.73
960000,2895.91,15.09,1.5,6.01,252.98,30.0,1.27,0.99,49.67,87.2
1020000,2909.07,14.8,1.53,6.06,252.33,30.45,1.36,1.23,50.03,86.53
1080000,2873.34,14.73,1.54,6.14,245.45,30.26,1.34,1.16,49.4,86.23
1140000,2914.57,15.49,1.5,6.1,249.37,30.2,1.33,1.12,50.92,86.49
1200000,2875.43,15.05,1.56,5.79,247.12,30.34,1.34,1.31,49.57,86.61
1260000,2902.2,15.41,1.53,5.99,252.58,30.17,1.38,1.01,51.78,86.89
1320000,2862.24,14.92,1.56,5.86,244.25,29.98,1.29,1.23,50.02,85.78
1380000,2883.48,14.8,1.55,6.05,247.89,30.34,1.33,1.14,50.36,86.41
1440000,2908.72,15.35,1.54,6.01,256.95,29.73,1.4,1.2,51.16,86.53
1500000,2882.08,14.97,1.51,6.06,251.83,29.96,1.08,0.86,49.37,86.26
1560000,2903.12,14.96,1.49,6.13,252.44,30.4,1.31,1.19,49.52,86.52
1620000,2947.17,15.65,1.51,6.13,254.23,30.45,1.41,1.0,50.33,85.71
1680000,2906.07,15.23,1.48,5.97,250.24,30.18,1.37,1.11,50.73,86.27
