timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2919.34,15.25,1.47,5.84,249.68,30.25,1.55,1.37,51.35,85.82
60000,2920.05,15.54,1.46,6.05,248.87,30.86,1.39,1.27,52.59,85.11
120000,2877.69,14.79,1.49,5.89,248.16,30.22,1.44,1.16,49.8,85.81
180000,2899.81,15.04,1.48,5.84,250.05,29.79,1.54,1.28,50.8,86.3
240000,2934.53,15.83,1.5,6.06,250.43,30.44,1.56,1.3,52.08,85.28
300000,2903.3,15.41,1.44,5.93,251.86,30.18,1.52,1.51,51.01,85.97
360000,2923.68,15.56,1.48,6.03,253.01,30.23,1.49,1.33,51.95,84.97
420000,2924.49,15.51,1.45,6.12,253.0,29.88,1.64,1.38,50.31,85.68
480000,2919.9,15.64,1.49,5.99,253.66,30.09,1.47,1.07,50.52,86.05
540000,2930.76,15.96,1.49,6.1,252.09,30.18,1.46,1.28,51.58,85.32
600000,2940.73,15.87,1.59,5.96,250.53,30.31,1.41,1.4,53.0,85.32
660000,2910.29,15.46,1.46,5.99,255.92,30.34,1.36,1.19,51.59,85.71
720000,2943.94,15.67,1.55,6.16,253.75,30.14,1.52,1.23,51.6,85.11
780000,2912.56,15.63,1.6,6.01,251.19,30.2,1.61,1.31,51.35,85.8
840000,2915.31,15.55,1.52,5.97,246.96,30.6,1.51,1.25,51.91,85.58
900000,2930.91,15.34,1.49,6.17,254.69,30.07,1.57,1.33,51.72,84.69
960000,2916.47,15.14,1.5,5.94,247.51,30.43,1.53,1.27,50.99,85.94
1020000,2904.71,14.96,1.37,6.03,248.96,29.79,1.48,1.36,51.24,85.29
1080000,2937.74,15.57,1.53,6.28,253.69,30.05,1.4,1.09,51.69,85.04
