timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2937.05,15.42,1.55,6.07,251.72,30.43,1.37,1.25,51.14,86.07
60000,2905.95,15.15,1.46,6.06,253.35,29.72,1.11,0.9,48.87,86.98
120000,2915.36,15.35,1.5,6.02,250.24,29.95,1.39,1.13,50.1,86.5
180000,2911.72,15.59,1.49,5.93,250.26,30.15,1.39,1.3,51.66,86.27
240000,2907.28,15.44,1.48,5.94,255.36,30.32,1.23,1.06,50.86,86.2
300000,2887.51,14.95,1.54,6.02,248.25,30.55,1.29,1.01,49.76,86.46
360000,2883.42,14.76,1.49,5.87,250.13,30.33,1.36,1.33,49.61,86.47
420000,2916.48,15.24,1.55,6.14,250.35,29.74,1.35,1.13,50.29,86.23
480000,2914.17,15.51,1.52,5.95,247.29,30.14,1.38,1.09,50.81,86.5
540000,2890.52,15.06,1.47,5.79,248.65,30.33,1.37,1.12,50.15,87.3
600000,2924.88,15.38,1.44,6.19,251.9,30.28,1.36,1.13,50.57,86.6
660000,2919.7,15.53,1.49,5.91,254.83,30.25,1.4,1.16,51.48,86.15
720000,2894.82,14.9,1.42,6.0,246.77,30.16,1.31,1.22,50.0,86.3
780000,2904.07,15.03,1.54,6.0,247.28,30.38,1.22,1.03,49.23,87.14
840000,2922.84,15.38,1.44,6.04,256.5,30.36,1.2,1.11,51.16,86.47
900000,2916.29,15.24,1.47,5.94,250.21,29.59,1.26,1.0,50.75,85.86
960000,2905.84,15.57,1.49,5.78,245.27,29.99,1.2,0.97,50.58,86.51
1020000,2902.22,14.63,1.46,6.01,252.9,30.4,1.18,0.96,49.67,86.85
1080000,2875.24,14.85,1.55,5.82,245.08,30.34,1.36,1.17,49.51,86.67
1140000,2897.51,15.01,1.48,5.88,248.29,30.6,1.16,0.9,49.71,86.48
1200000,2881.43,14.41,1.46,6.05,251.05,29.78,1.18,0.87,49.59,86.55
1260000,2890.52,14.83,1.48,6.03,249.4,30.16,1.28,1.08,50.28,86.96
1320000,2901.55,15.3,1.59,5.84,246.9,30.2,1.36,1.21,51.47,86.66
1380000,2898.5,14.95,1.49,6.08,248.39,30.08,1.35,1.06,49.63,86.66
1440000,2886.53,14.67,1.49,5.9,250.59,30.29,1.25,1.14,49.07,86.41
1500000,2877.97,14.73,1.52,6.01,240.55,30.27,1.17,0.9,50.69,86.77
1560000,2851.02,14.26,1.56,5.85,241.56,30.08,1.17,1.06,48.61,86.76
1620000,2888.85,15.4,1.59,5.91,250.64,30.32,1.17,0.92,50.67,86.2
1680000,2891.83,14.98,1.5,5.95,248.44,30.01,1.18,1.0,49.82,86.34
1740000,2887.73,14.8,1.46,5.97,251.64,30.17,1.35,1.13,49.95,87.0
1800000,2891.45,14.94,1.54,5.95,246.48,30.26,1.12,1.06,49.91,86.8
1860000,2884.24,14.62,1.53,5.99,246.16,30.26,1.13,0.85,49.42,86.41
1920000,2884.27,14.68,1.55,5.9,249.3,30.45,1.32,1.19,50.0,86.73
1980000,2905.8,15.12,1.46,6.0,252.61,30.08,1.15,1.03,50.79,86.41
2040000,2839.52,14.42,1.53,5.65,246.99,30.02,1.32,0.97,48.76,85.92
2100000,2906.25,15.01,1.53,6.05,252.98,29.87,1.49,1.44,49.56,86.9
2160000,2839.97,14.0,1.5,5.84,248.32,30.24,1.31,1.1,48.75,86.01
2220000,2897.18,14.97,1.57,5.93,244.37,30.08,1.21,1.17,49.62,86.46
2280000,2881.68,15.08,1.56,5.92,244.72,30.46,1.23,1.0,50.18,86.06
2340000,2859.81,14.04,1.6,5.78,248.69,30.29,1.2,0.97,49.06,85.99
2400000,2889.02,15.28,1.5,6.1,250.37,30.5,1.25,1.21,50.82,85.91
2460000,2883.72,14.85,1.55,5.88,245.46,30.51,1.27,1.02,49.92,86.69
2520000,2855.3,14.5,1.56,5.86,247.15,30.05,1.29,1.21,49.51,85.77
2580000,2867.42,14.33,1.46,6.12,248.2,30.05,1.37,1.18,49.45,86.96
2640000,2878.63,14.96,1.51,5.67,248.88,31.55,1.34,1.03,51.31,86.13
2700000,2869.97,15.09,1.55,5.81,245.13,31.08,1.17,0.98,51.9,85.71
2760000,2862.45,14.39,1.54,5.63,243.31,31.45,1.44,1.14,50.35,86.05
2820000,2852.42,14.49,1.43,5.7,242.65,31.05,1.41,1.26,50.76,86.46
2880000,2897.19,14.91,1.49,5.92,245.23,31.24,1.33,1.12,49.82,86.87
2940000,2834.36,14.19,1.55,5.82,245.87,31.31,1.35,1.17,49.97,86.18
3000000,2857.34,14.51,1.49,5.93,250.44,31.14,1.1,0.95,49.65,86.74
3060000,2853.86,14.69,1.57,5.75,246.74,31.36,1.39,1.13,50.6,85.68
3120000,2851.58,14.54,1.51,5.7,247.29,31.42,1.22,1.19,50.93,85.57
3180000,2902.37,15.26,1.52,5.85,251.45,31.48,1.28,1.1,51.37,86.51
3240000,2860.17,14.49,1.41,5.99,248.1,31.1,1.15,0.97,50.71,86.32
3300000,2873.5,14.82,1.53,5.89,246.04,31.29,1.48,1.23,50.0,86.09
3360000,2875.42,14.96,1.5,6.06,245.44,30.94,1.33,1.27,51.01,86.31
3420000,2853.9,14.42,1.59,5.71,246.65,30.99,1.34,1.14,50.65,86.01
3480000,2859.29,14.53,1.56,5.72,243.93,31.33,1.27,1.09,50.8,86.1
3540000,2863.57,14.76,1.49,5.78,247.57,31.34,1.14,1.03,51.92,85.97
3600000,2856.84,14.43,1.51,5.82,247.38,31.5,1.17,1.1,50.85,86.15
3660000,2853.6,14.3,1.5,5.79,243.98,31.56,1.24,1.08,49.54,86.09
3720000,2879.23,14.63,1.49,5.75,244.3,31.49,1.31,1.11,50.96,86.47
3780000,2858.79,14.26,1.39,5.91,245.16,31.13,1.21,0.91,50.91,86.47
3840000,2885.45,15.08,1.5,6.04,246.92,31.33,1.31,1.27,52.12,85.77
3900000,2896.49,15.28,1.49,5.69,251.42,31.43,1.26,0.95,51.59,86.24
3960000,2865.16,14.68,1.49,5.75,246.13,31.6,1.22,1.13,51.36,86.36
4020000,2867.41,14.45,1.52,6.0,246.23,31.02,1.44,1.36,50.0,86.7
4080000,2920.16,15.34,1.51,5.98,253.08,31.39,1.28,0.99,51.37,86.16
4140000,2882.25,14.71,1.55,5.77,244.98,31.18,1.14,0.98,52.02,85.82
4200000,2894.68,15.09,1.46,5.96,251.09,31.62,1.32,1.12,51.18,86.38
4260000,2868.63,14.46,1.57,5.97,244.75,31.22,1.44,1.23,50.44,86.4
4320000,2866.94,14.63,1.55,5.77,247.46,31.23,1.27,1.09,51.07,85.98
4380000,2878.64,14.78,1.49,5.91,250.04,31.12,1.41,1.23,50.48,86.02
4440000,2908.4,15.35,1.58,5.88,253.12,31.12,1.37,1.17,52.15,86.24
4500000,2909.56,15.4,1.54,5.94,248.17,31.59,1.13,1.01,52.29,85.89
4560000,2882.69,14.77,1.44,5.98,242.68,31.64,1.23,1.0,50.28,86.67
4620000,2891.17,14.71,1.46,5.97,248.55,31.08,1.26,1.0,51.63,86.16
4680000,2896.23,15.08,1.57,5.92,248.12,31.54,1.35,1.12,51.58,86.12
4740000,2924.12,15.26,1.53,6.1,253.55,31.54,1.26,1.09,51.17,86.22
4800000,2923.93,15.53,1.57,5.9,246.97,31.28,1.19,1.03,53.03,86.13
4860000,2923.66,15.14,1.48,6.2,250.5,30.98,1.33,1.04,51.41,86.22
4920000,2900.29,15.28,1.55,6.02,251.43,31.2,1.41,1.17,52.1,86.04
4980000,2902.27,14.99,1.52,5.91,245.13,31.17,1.16,0.98,51.4,86.98
5040000,2926.12,15.5,1.54,6.17,257.86,31.23,1.28,1.0,52.45,85.9
5100000,2915.47,15.35,1.55,5.98,255.6,31.31,1.41,1.18,51.35,85.99
5160000,2893.41,15.1,1.5,6.06,249.35,31.22,1.19,1.03,51.43,86.33
5220000,2896.34,14.7,1.51,5.98,250.73,31.26,1.23,0.98,51.24,86.31
5280000,2925.09,15.33,1.57,5.99,258.97,31.14,1.26,1.1,49.78,86.55
5340000,2914.91,15.5,1.55,6.13,248.2,31.64,1.26,1.09,51.25,86.92
5400000,2913.57,15.37,1.5,6.09,247.83,31.38,1.19,0.85,52.29,86.66
5460000,2942.19,15.84,1.53,6.18,256.09,31.38,1.42,1.15,53.19,85.11
5520000,2917.86,15.5,1.51,6.12,245.17,31.42,1.36,1.0,52.84,86.31
