timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2927.11,15.35,1.54,6.23,246.95,30.27,1.34,1.11,50.46,86.49
60000,2905.97,15.24,1.52,5.97,253.22,30.36,1.1,0.86,50.23,87.02
120000,2898.52,14.89,1.51,5.95,252.19,30.05,1.11,0.86,50.84,86.55
180000,2919.18,15.16,1.46,5.98,255.43,30.51,1.43,1.35,50.01,86.74
240000,2884.51,14.6,1.44,5.96,249.45,30.56,1.24,1.14,48.02,86.96
300000,2886.47,15.11,1.47,5.75,246.59,29.84,1.29,0.98,50.22,86.48
360000,2886.14,14.62,1.46,5.82,247.23,29.95,1.25,1.02,49.46,87.24
420000,2908.06,15.16,1.42,5.92,252.45,30.2,1.08,0.96,51.11,86.16
480000,2912.29,15.05,1.53,6.15,247.56,30.11,1.13,0.93,49.31,86.9
540000,2902.56,14.68,1.59,5.98,252.96,29.82,1.34,1.07,49.63,87.34
600000,2900.11,15.25,1.43,5.96,254.37,30.47,1.16,0.85,50.41,86.45
660000,2897.24,14.84,1.51,5.88,248.28,30.38,1.27,1.12,49.75,86.69
720000,2890.78,14.77,1.59,5.85,245.15,29.96,1.27,0.95,49.19,87.19
780000,2898.04,14.92,1.4,6.06,247.89,30.04,1.21,0.97,50.02,86.25
840000,2881.96,14.7,1.59,6.13,250.21,30.03,1.2,1.02,49.41,87.34
900000,2858.66,14.37,1.55,5.88,250.18,30.2,1.24,1.15,49.38,86.63
960000,2896.25,14.84,1.55,5.92,248.82,30.35,1.47,1.18,49.72,87.06
1020000,2890.19,14.57,1.42,5.8,247.65,30.2,1.21,1.08,49.58,86.87
1080000,2894.16,15.16,1.44,6.01,247.39,30.27,1.29,1.13,50.02,86.76
1140000,2856.67,14.49,1.57,5.73,245.79,30.45,1.19,0.92,49.36,86.22
1200000,2852.11,14.09,1.56,5.67,244.2,30.58,1.12,0.81,48.16,87.0
1260000,2862.71,14.48,1.4,5.74,251.4,29.99,1.21,1.0,49.12,86.5
1320000,2879.31,14.58,1.49,5.84,247.59,30.17,1.32,1.09,49.41,86.41
1380000,2879.72,14.71,1.57,5.81,242.54,30.31,1.31,1.2,49.58,86.31
1440000,2865.55,14.71,1.47,5.8,246.3,30.06,1.25,1.13,49.56,87.41
