timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2899.95,15.18,1.54,5.79,246.87,30.48,1.99,1.64,52.51,83.77
60000,2878.36,14.84,1.51,5.58,248.35,30.19,1.84,1.67,51.48,83.5
120000,2887.58,14.93,1.62,5.73,253.35,29.96,1.73,1.54,51.45,83.77
180000,2885.01,14.87,1.44,5.92,249.73,30.33,2.07,1.85,51.33,83.82
240000,2903.6,15.48,1.47,5.76,249.33,30.25,2.05,1.64,52.58,83.89
300000,2922.11,15.87,1.53,5.79,251.54,29.96,2.02,1.7,53.29,83.08
360000,2899.16,15.58,1.57,5.87,251.76,30.47,1.85,1.45,52.76,83.73
420000,2883.69,15.35,1.49,5.64,246.61,30.18,2.09,1.8,52.33,84.12
480000,2901.98,15.35,1.54,5.92,249.62,30.19,1.98,1.58,51.89,83.5
540000,2885.48,14.97,1.39,5.68,245.32,30.26,1.86,1.71,51.29,83.64
600000,2902.95,15.29,1.51,5.8,249.86,29.57,2.03,1.78,52.91,82.65
660000,2909.23,15.45,1.6,5.82,249.58,30.38,2.02,1.78,53.21,83.79
720000,2908.09,15.52,1.45,5.9,254.86,30.14,2.11,1.64,53.01,83.33
780000,2900.85,15.36,1.49,6.06,248.72,30.21,2.06,1.68,52.16,83.6
840000,2919.57,15.73,1.47,5.89,252.45,30.32,2.16,1.79,53.21,82.65
900000,2902.52,15.37,1.55,5.74,252.33,29.97,1.97,1.67,52.38,83.55
960000,2895.9,15.49,1.49,5.84,246.27,30.23,1.87,1.57,52.27,83.97
1020000,2927.16,16.01,1.48,5.89,249.89,30.2,1.92,1.72,53.97,83.15
1080000,2912.33,15.49,1.52,5.64,256.8,30.2,2.01,1.79,52.62,83.97
1140000,2931.4,15.98,1.42,6.03,248.09,30.35,1.99,1.75,52.37,83.76
1200000,2918.19,16.11,1.51,5.64,248.06,30.43,1.82,1.6,54.08,83.03
1260000,2915.07,15.64,1.52,5.83,250.81,30.53,2.05,1.67,52.96,83.42
1320000,2935.9,16.08,1.46,6.0,246.55,30.41,1.88,1.7,53.7,83.09
1380000,2946.7,15.97,1.53,6.06,251.02,30.13,1.87,1.59,53.98,83.28
1440000,2891.63,15.69,1.54,5.76,249.33,30.73,1.91,1.73,52.27,83.6
1500000,2905.06,15.65,1.55,5.84,250.91,30.26,1.89,1.72,53.05,83.2
1560000,2935.88,16.19,1.52,5.89,252.19,30.42,2.07,1.73,53.42,83.11
1620000,2928.9,15.92,1.57,5.86,253.43,30.37,1.99,1.83,53.62,83.29
1680000,2900.87,15.49,1.45,5.9,254.73,30.34,2.03,1.65,52.89,84.23
1740000,2904.48,15.79,1.47,5.77,256.8,30.36,2.03,1.64,52.62,83.54
1800000,2922.59,15.59,1.47,6.0,248.25,30.27,1.86,1.55,52.91,84.16
1860000,2919.17,15.86,1.51,6.04,255.93,30.6,1.79,1.64,53.01,82.91
1920000,2940.53,15.69,1.52,6.11,255.49,30.41,1.9,1.52,52.54,83.24
1980000,2963.21,16.44,1.62,5.97,259.9,29.9,2.09,1.68,53.89,83.07
2040000,2932.18,16.11,1.48,5.82,250.61,30.6,1.93,1.6,53.12,83.72
2100000,2916.88,15.94,1.5,5.86,250.82,30.45,1.79,1.44,53.38,83.27
2160000,2915.19,15.56,1.48,5.81,251.56,30.22,2.14,1.76,52.25,83.48
2220000,2918.66,15.78,1.57,6.0,251.66,30.3,1.87,1.48,52.77,83.6
2280000,2946.5,16.37,1.45,5.86,256.41,30.45,1.99,1.75,53.83,82.78
2340000,2932.73,16.01,1.5,5.86,252.91,30.19,2.02,1.65,53.68,83.0
2400000,2919.08,15.64,1.49,5.92,248.61,30.43,1.93,1.66,52.6,83.62
2460000,2932.05,15.99,1.5,6.04,251.98,30.24,2.04,1.82,53.06,83.64
2520000,2929.81,15.58,1.46,5.99,256.35,30.15,1.96,1.65,52.01,83.44
2580000,2935.66,15.7,1.54,6.12,252.23,30.34,2.03,1.67,52.07,83.97
2640000,2952.68,16.36,1.5,6.08,256.11,31.81,2.01,1.66,54.97,81.93
2700000,2939.0,15.97,1.59,5.98,253.83,31.19,1.99,1.72,54.37,83.5
2760000,2926.76,15.73,1.49,6.05,247.94,31.43,1.98,1.78,54.26,82.67
2820000,2934.27,15.82,1.58,5.91,251.22,31.09,1.94,1.53,54.4,82.57
2880000,2928.66,16.13,1.52,6.05,252.74,31.42,2.0,1.65,54.22,83.08
2940000,2912.69,15.44,1.45,5.94,253.21,31.27,1.9,1.42,54.0,83.29
3000000,2950.76,15.88,1.54,6.06,253.95,31.68,1.92,1.63,53.42,82.67
3060000,2922.05,15.66,1.51,5.89,252.99,31.23,2.21,1.85,53.36,83.29
3120000,2933.78,16.22,1.54,5.99,251.14,31.86,2.03,1.66,55.68,82.89
3180000,2935.45,16.53,1.61,5.97,248.82,31.32,1.96,1.5,54.97,82.85
3240000,2921.8,15.83,1.54,5.76,260.69,31.38,1.74,1.57,54.01,82.75
3300000,2927.85,16.34,1.46,5.96,246.34,31.44,2.11,1.85,55.37,82.84
3360000,2914.05,15.78,1.49,6.04,250.55,31.38,1.8,1.53,53.46,83.27
3420000,2935.86,16.03,1.57,6.01,251.96,31.05,2.03,1.71,55.34,82.72
3480000,2933.0,16.0,1.56,6.06,252.22,31.36,2.04,1.71,54.68,82.89
3540000,2926.42,15.85,1.53,5.91,253.61,31.55,1.96,1.66,54.23,83.31
3600000,2927.2,15.69,1.56,5.99,251.34,30.99,2.17,1.87,54.1,83.34
3660000,2896.85,15.37,1.56,5.95,244.99,31.19,1.99,1.66,52.57,83.96
3720000,2924.17,15.86,1.5,5.83,251.49,31.26,2.07,1.77,53.12,83.29
3780000,2904.83,15.52,1.48,5.86,250.53,31.36,1.85,1.47,53.97,83.52
3840000,2912.24,15.85,1.54,5.82,253.27,31.75,1.97,1.76,53.57,83.96
3900000,2923.45,15.8,1.56,5.85,250.25,31.23,1.88,1.66,53.9,83.05
3960000,2918.08,16.05,1.49,5.82,248.81,31.32,2.05,1.83,54.31,83.3
4020000,2904.04,15.36,1.56,5.99,256.57,31.2,1.94,1.75,52.89,83.09
4080000,2883.77,15.01,1.5,5.76,245.03,31.15,1.81,1.52,53.0,83.02
4140000,2921.15,15.91,1.41,5.83,248.28,31.69,1.97,1.71,53.95,83.66
4200000,2886.04,15.21,1.48,5.9,252.92,31.57,1.99,1.71,53.1,83.19
4260000,2897.83,15.61,1.52,5.64,254.54,31.35,2.07,1.74,53.68,83.82
4320000,2915.23,15.68,1.49,5.87,249.58,31.12,2.03,1.68,53.98,83.56
4380000,2906.91,15.87,1.43,5.72,251.09,31.56,1.96,1.56,54.48,83.2
4440000,2908.38,15.42,1.51,5.85,248.93,31.29,2.05,1.77,52.7,83.85
4500000,2892.34,15.16,1.53,5.86,250.01,31.35,1.81,1.68,53.43,83.45
4560000,2903.18,15.29,1.45,5.76,252.36,31.42,1.98,1.72,53.22,83.37
4620000,2886.2,14.95,1.44,5.62,248.53,31.68,1.84,1.73,53.3,83.59
4680000,2899.49,15.58,1.44,5.78,247.26,31.02,1.95,1.76,52.77,83.27
4740000,2905.67,15.76,1.58,5.86,250.63,31.59,2.05,1.68,54.4,83.5
4800000,2882.67,15.11,1.51,5.85,247.65,31.7,1.86,1.56,52.76,83.51
4860000,2872.68,15.25,1.49,5.75,242.87,31.28,1.77,1.63,53.37,83.46
4920000,2870.9,14.91,1.41,5.64,250.47,31.39,2.07,1.7,53.38,83.55
4980000,2866.71,14.82,1.47,5.62,244.81,31.3,2.0,1.79,52.77,83.11
5040000,2866.49,15.09,1.48,5.61,250.91,31.09,2.0,1.7,52.32,83.91
5100000,2880.68,15.33,1.52,5.54,249.5,31.63,1.84,1.52,53.24,83.61
5160000,2895.73,15.56,1.5,5.88,249.6,32.0,1.9,1.69,53.06,83.24
5220000,2888.44,15.19,1.45,5.67,249.5,31.1,2.05,1.66,53.64,83.09
5280000,2868.48,14.84,1.5,5.69,248.2,31.22,1.82,1.59,53.24,83.0
5340000,2868.35,15.04,1.54,5.54,242.6,31.49,1.88,1.65,53.07,82.88
5400000,2864.61,14.69,1.49,5.8,245.96,31.14,1.81,1.6,53.08,82.91
5460000,2894.55,15.21,1.46,5.76,249.09,31.03,1.85,1.57,53.57,83.59
5520000,2870.4,14.61,1.54,5.69,250.75,31.42,2.05,1.69,51.93,83.38
5580000,2869.3,15.2,1.5,5.72,250.42,31.36,1.93,1.47,53.72,82.89
5640000,2859.94,15.1,1.46,5.55,245.37,31.23,1.93,1.56,52.19,84.29
5700000,2881.31,14.98,1.56,5.88,249.93,31.24,1.97,1.66,53.37,83.22
5760000,2870.37,14.86,1.44,5.7,242.83,31.24,1.7,1.31,52.71,83.47
5820000,2896.06,15.66,1.46,5.6,250.06,31.64,1.78,1.44,53.49,82.75
5880000,2884.35,15.13,1.57,5.87,243.66,31.12,2.14,1.74,53.75,83.66
