timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2891.49,15.33,1.46,5.75,248.07,30.62,1.88,1.56,50.35,84.61
60000,2900.17,15.26,1.54,6.04,253.83,30.05,1.61,1.4,52.23,84.21
120000,2918.13,15.73,1.54,5.74,249.7,30.33,1.86,1.61,52.57,83.45
180000,2908.29,15.56,1.59,5.92,246.82,30.09,2.06,1.74,52.93,84.27
240000,2915.74,15.9,1.59,5.71,249.89,30.64,1.77,1.57,52.09,84.14
300000,2914.64,15.32,1.48,5.95,253.98,30.12,1.9,1.58,51.7,83.82
360000,2921.16,16.02,1.49,5.95,250.47,30.49,1.92,1.54,53.08,83.78
420000,2940.28,15.99,1.61,5.88,254.81,30.05,2.0,1.75,52.64,84.11
480000,2916.04,15.7,1.44,5.93,251.16,30.09,1.94,1.6,53.18,83.89
540000,2920.93,15.07,1.46,5.96,251.96,29.87,1.76,1.39,51.61,83.79
600000,2927.91,16.03,1.41,6.04,251.45,30.07,1.67,1.53,51.83,84.71
660000,2942.25,15.84,1.47,5.99,255.27,30.28,1.78,1.55,53.62,82.93
720000,2932.28,16.01,1.52,6.02,256.38,30.32,1.62,1.35,52.45,83.5
780000,2931.3,15.69,1.43,6.06,259.68,30.13,1.81,1.49,52.43,84.23
840000,2914.46,15.76,1.52,5.98,251.57,29.82,1.62,1.25,52.61,83.95
900000,2925.4,15.89,1.52,5.84,255.03,30.13,1.91,1.62,52.75,83.62
960000,2939.55,16.09,1.45,6.0,248.92,30.24,1.94,1.8,52.96,83.39
1020000,2944.52,16.03,1.42,5.88,249.76,30.41,1.95,1.59,52.26,83.77
1080000,2925.31,15.7,1.44,6.03,249.76,30.43,2.0,1.89,52.42,83.59
1140000,2947.39,16.0,1.5,6.18,255.31,29.85,1.78,1.64,53.22,83.39
1200000,2944.17,16.03,1.44,6.11,254.04,30.49,1.79,1.66,53.22,83.57
1260000,2927.37,15.94,1.43,6.14,248.26,29.99,1.7,1.26,52.93,84.07
1320000,2912.67,15.56,1.66,6.05,248.31,29.93,1.81,1.54,51.64,83.78
1380000,2947.55,16.15,1.49,6.1,263.71,30.33,1.84,1.53,53.13,83.81
1440000,2944.66,16.06,1.44,5.96,256.69,30.11,1.74,1.5,53.46,83.93
1500000,2947.63,16.02,1.5,6.08,256.91,30.58,1.95,1.67,52.69,83.48
1560000,2876.67,15.18,1.55,5.79,254.3,29.88,1.76,1.42,51.16,83.35
1620000,2931.06,15.86,1.46,6.04,253.58,30.19,1.75,1.55,52.0,83.8
1680000,2942.44,16.18,1.51,6.17,251.39,30.42,1.84,1.49,52.71,83.71
