timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2919.31,15.34,1.56,6.03,247.33,30.44,1.37,1.24,50.41,86.19
60000,2931.02,15.73,1.5,6.04,251.13,30.11,1.38,1.08,50.38,85.91
120000,2907.03,15.14,1.54,5.98,254.74,30.44,1.36,1.17,50.69,86.41
180000,2918.33,15.55,1.54,5.99,250.8,30.42,1.57,1.21,51.79,85.68
240000,2928.42,15.38,1.46,6.02,256.17,30.01,1.36,1.14,50.91,85.6
300000,2935.76,15.55,1.49,6.18,258.04,30.02,1.39,1.28,50.61,85.81
360000,2920.68,15.31,1.5,6.12,255.69,30.1,1.33,1.02,50.51,86.13
420000,2931.11,15.55,1.42,6.21,252.63,30.0,1.51,1.37,51.49,85.71
480000,2926.72,15.59,1.51,6.0,253.03,30.21,1.36,1.05,51.04,86.64
540000,2898.04,15.38,1.55,5.99,248.03,30.38,1.32,1.13,50.72,86.62
600000,2919.14,15.06,1.5,6.14,253.4,30.21,1.33,1.15,51.52,85.67
660000,2913.76,15.2,1.51,6.01,245.15,30.34,1.23,1.1,50.51,85.97
720000,2907.3,14.95,1.51,6.13,246.94,30.22,1.31,1.1,49.98,86.3
780000,2920.57,15.21,1.52,6.04,253.16,30.15,1.25,1.13,50.95,85.95
840000,2924.62,15.35,1.58,6.11,249.83,30.46,1.31,1.08,51.15,86.06
900000,2930.21,16.1,1.52,6.19,249.63,30.59,1.4,1.17,52.07,85.44
960000,2922.56,15.55,1.61,6.01,255.67,30.13,1.44,1.16,51.01,86.55
1020000,2943.96,16.15,1.45,6.1,247.86,30.15,1.49,1.4,51.75,85.56
1080000,2890.95,14.82,1.49,5.82,248.08,30.27,1.3,1.05,50.55,86.44
1140000,2924.64,15.7,1.5,6.15,255.05,30.76,1.35,1.16,51.63,85.99
1200000,2924.06,15.36,1.54,6.02,262.45,30.42,1.33,1.12,51.52,85.87
1260000,2908.3,15.07,1.58,6.07,254.28,29.99,1.57,1.3,50.54,85.59
1320000,2893.82,14.56,1.45,6.0,256.22,29.91,1.47,1.43,48.91,87.28
1380000,2919.05,15.5,1.54,6.14,247.75,30.14,1.4,1.23,50.75,85.97
1440000,2898.98,15.09,1.45,5.85,248.46,30.38,1.43,1.1,50.39,86.25
1500000,2897.39,15.04,1.47,6.13,254.12,30.26,1.31,0.97,49.84,86.35
1560000,2866.29,14.45,1.41,5.89,248.72,30.44,1.23,1.1,50.37,85.21
1620000,2895.77,15.16,1.5,6.03,249.88,29.97,1.36,1.02,49.87,86.45
1680000,2905.37,15.59,1.5,6.11,254.64,30.29,1.42,1.46,50.34,86.23
1740000,2905.32,15.26,1.49,6.11,247.59,30.62,1.36,1.17,50.11,86.11
1800000,2883.41,14.78,1.51,5.88,244.91,29.93,1.23,0.95,50.49,86.45
1860000,2897.17,15.36,1.48,5.83,250.08,30.32,1.42,1.25,50.91,86.36
1920000,2895.18,15.17,1.51,5.85,249.15,30.47,1.45,1.18,49.75,86.67
1980000,2888.34,15.05,1.53,5.84,249.65,30.38,1.17,0.93,50.32,85.98
2040000,2871.46,14.94,1.58,5.95,245.48,30.02,1.38,1.15,50.7,85.87
2100000,2893.24,14.75,1.51,5.86,245.57,30.06,1.24,1.19,50.42,86.53
2160000,2909.53,15.06,1.49,6.14,258.05,30.46,1.45,1.17,50.88,85.93
2220000,2874.82,14.49,1.54,5.88,243.37,30.41,1.26,1.1,48.95,86.17
2280000,2887.96,15.06,1.5,6.04,246.22,30.08,1.55,1.22,50.1,86.09
2340000,2850.54,14.44,1.44,5.88,249.3,30.23,1.32,1.13,48.62,86.33
2400000,2869.58,14.47,1.51,5.67,249.15,30.32,1.27,1.2,50.22,87.03
2460000,2871.6,14.48,1.46,5.89,247.37,30.54,1.41,1.19,49.57,86.3
2520000,2882.13,14.49,1.49,6.0,250.54,29.94,1.31,1.21,49.54,86.18
2580000,2883.86,14.72,1.51,6.02,250.11,30.18,1.25,0.96,50.27,86.51
2640000,2880.09,15.03,1.55,5.91,250.28,31.26,1.33,1.11,52.06,85.68
2700000,2872.45,14.71,1.48,5.84,252.21,31.45,1.33,1.2,51.3,85.74
2760000,2874.55,14.6,1.54,5.7,246.79,31.15,1.19,1.01,50.48,86.17
2820000,2847.72,14.21,1.39,5.68,245.68,31.31,1.4,1.14,50.65,85.38
2880000,2842.71,14.33,1.58,5.64,238.59,31.35,1.27,1.0,50.95,85.75
2940000,2881.65,14.64,1.51,5.91,247.73,31.12,1.31,1.15,51.41,86.61
3000000,2875.9,14.73,1.49,5.97,250.82,31.07,1.33,1.08,50.95,86.26
3060000,2881.44,14.84,1.46,5.86,244.36,31.47,1.19,0.93,52.71,85.85
3120000,2873.71,14.69,1.57,5.84,246.42,31.3,1.41,1.24,50.61,85.98
3180000,2875.12,14.56,1.44,5.7,245.33,31.52,1.31,1.09,50.81,85.96
3240000,2866.51,14.75,1.57,5.64,252.75,31.63,1.46,1.21,51.56,86.56
3300000,2879.72,14.97,1.53,5.74,242.72,31.65,1.31,1.21,51.46,86.01
3360000,2872.84,14.53,1.56,5.9,244.28,31.36,1.17,0.92,51.02,86.34
3420000,2847.06,14.48,1.39,5.71,249.44,31.44,1.27,1.14,50.49,85.75
3480000,2851.95,14.38,1.55,5.58,247.0,31.07,1.2,1.03,50.25,85.81
3540000,2842.39,14.42,1.59,5.66,243.35,31.31,1.23,1.02,50.33,85.88
3600000,2863.97,14.46,1.45,5.99,247.27,31.08,1.21,0.96,50.63,86.27
3660000,2871.37,14.68,1.49,5.89,249.76,31.53,1.27,1.12,50.89,86.08
3720000,2898.82,15.07,1.42,5.97,247.53,31.35,1.26,1.11,52.33,86.16
3780000,2873.56,14.89,1.53,5.85,244.01,31.17,1.34,1.11,51.24,86.39
3840000,2863.07,14.51,1.54,5.77,250.82,31.38,1.46,1.24,50.17,85.3
3900000,2856.14,14.15,1.46,5.91,252.11,30.93,1.28,1.1,50.44,86.34
3960000,2877.39,14.69,1.49,5.76,245.97,31.28,1.56,1.14,50.58,85.91
4020000,2882.66,14.85,1.43,5.96,248.92,30.85,1.33,0.99,51.31,86.1
4080000,2871.66,14.85,1.53,5.81,246.97,31.32,1.36,1.16,51.1,86.1
4140000,2874.06,14.42,1.5,5.71,249.13,30.96,1.44,1.25,50.43,86.23
4200000,2908.7,15.1,1.43,5.95,247.4,31.6,1.29,1.15,51.85,86.1
4260000,2899.85,14.91,1.43,5.76,247.4,31.65,1.45,1.3,51.63,86.14
4320000,2883.99,14.85,1.48,5.78,250.77,30.91,1.49,1.36,51.83,85.94
4380000,2891.1,14.76,1.51,5.88,247.1,31.65,1.31,1.18,50.82,86.77
4440000,2865.66,14.47,1.55,5.55,245.56,31.14,1.26,1.22,50.19,86.23
4500000,2879.97,14.89,1.38,5.77,252.81,31.05,1.39,1.23,52.13,86.06
4560000,2901.92,14.96,1.49,5.76,249.78,31.17,1.26,1.07,51.13,86.43
4620000,2889.73,14.75,1.48,5.84,243.6,31.39,1.16,0.97,51.34,86.67
4680000,2910.1,15.27,1.54,6.12,254.93,31.36,1.3,0.96,52.21,86.4
4740000,2876.32,14.82,1.54,5.89,244.29,31.01,1.17,1.01,50.93,85.55
4800000,2882.34,14.64,1.5,5.97,247.12,31.15,1.41,1.18,50.21,86.01
4860000,2898.23,15.12,1.53,6.02,250.92,31.41,1.5,1.22,51.05,86.27
4920000,2859.34,14.55,1.51,5.79,247.15,31.41,1.15,0.98,51.68,85.65
