timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2895.71,15.39,1.51,5.92,246.74,30.0,1.88,1.63,51.84,84.41
60000,2914.13,15.98,1.48,5.71,253.28,30.32,1.81,1.66,51.94,84.02
120000,2943.2,15.92,1.5,5.9,250.84,30.47,1.81,1.51,52.94,84.23
180000,2954.49,16.25,1.49,6.19,257.05,30.1,1.75,1.43,53.36,83.45
240000,2936.26,16.3,1.49,6.1,251.75,30.15,1.8,1.64,53.2,83.75
300000,2912.67,15.57,1.5,5.93,249.8,30.21,1.74,1.58,52.33,84.1
360000,2929.01,15.48,1.59,5.98,250.5,30.14,1.93,1.57,51.44,83.73
420000,2906.74,15.71,1.47,5.67,251.96,30.33,1.82,1.47,53.06,84.5
480000,2936.08,16.15,1.48,6.22,253.45,30.07,1.79,1.53,53.33,83.99
540000,2916.8,15.75,1.54,5.97,251.22,29.88,1.9,1.61,52.99,83.98
600000,2913.03,15.52,1.58,5.91,249.22,30.34,1.83,1.62,52.06,84.83
660000,2941.85,16.17,1.49,6.09,251.94,30.38,1.77,1.52,53.72,83.51
720000,2935.8,16.04,1.49,5.99,245.73,30.21,1.9,1.63,52.93,84.03
780000,2936.67,15.93,1.54,6.16,254.96,30.39,1.76,1.51,53.11,83.26
840000,2914.29,15.38,1.44,5.87,251.68,30.68,1.79,1.5,51.74,84.99
900000,2907.04,15.56,1.56,5.7,253.0,30.49,1.74,1.44,51.79,84.31
960000,2918.63,15.8,1.52,5.85,250.78,30.44,1.86,1.55,53.4,83.52
1020000,2942.01,15.73,1.45,6.14,244.98,30.56,1.72,1.62,52.49,83.51
1080000,2920.6,16.02,1.54,6.03,246.89,30.3,1.87,1.51,52.88,83.88
1140000,2941.11,16.06,1.51,5.94,251.29,30.21,1.85,1.5,53.46,83.52
1200000,2922.01,15.34,1.49,6.03,250.0,30.29,1.55,1.24,52.07,83.97
1260000,2922.6,15.47,1.62,5.9,249.32,30.13,1.75,1.53,52.59,84.59
1320000,2921.01,15.46,1.5,5.95,250.96,30.16,1.61,1.33,51.73,84.64
1380000,2916.68,15.66,1.5,5.66,251.24,30.27,1.96,1.6,52.13,84.05
1440000,2925.19,15.67,1.45,5.94,254.7,30.29,1.77,1.53,52.25,84.09
