timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2877.64,14.68,1.54,5.91,249.64,30.16,1.48,1.25,49.8,85.64
60000,2861.79,14.43,1.53,5.86,248.37,30.08,1.53,1.2,49.08,85.06
120000,2872.94,14.93,1.58,5.79,248.31,29.97,1.44,1.18,50.4,85.38
180000,2879.96,14.78,1.51,5.94,253.06,29.89,1.52,1.3,50.43,85.68
240000,2881.62,14.87,1.48,5.7,248.64,30.26,1.63,1.37,50.02,85.17
300000,2838.11,14.59,1.45,5.71,242.19,30.14,1.34,1.14,50.06,85.43
360000,2877.39,14.99,1.52,5.81,242.76,30.16,1.72,1.49,51.29,85.9
420000,2874.16,14.55,1.55,5.82,249.49,30.5,1.35,1.11,50.4,85.63
480000,2868.12,14.62,1.49,5.79,245.34,30.31,1.47,1.26,49.5,86.51
540000,2866.12,14.86,1.54,5.82,246.59,30.25,1.38,1.1,51.02,85.18
600000,2855.6,14.51,1.49,5.87,241.9,30.46,1.42,1.23,49.34,85.81
660000,2867.98,14.51,1.48,5.87,251.21,29.61,1.48,1.38,49.22,85.49
720000,2856.21,14.58,1.64,5.69,247.6,30.35,1.31,1.12,50.12,85.53
780000,2871.57,14.52,1.43,5.94,247.6,30.03,1.44,1.09,49.36,86.35
840000,2862.67,14.52,1.43,5.97,247.83,30.0,1.3,1.16,49.29,85.89
900000,2856.71,14.22,1.56,5.82,238.87,29.99,1.38,1.16,50.43,86.18
960000,2871.91,14.92,1.48,5.76,246.03,30.06,1.48,1.32,51.64,86.19
1020000,2865.92,14.77,1.48,5.73,252.26,30.17,1.47,1.35,49.61,86.31
1080000,2895.26,14.74,1.47,6.01,247.23,30.49,1.56,1.33,49.13,86.39
1140000,2883.89,14.82,1.54,5.98,247.68,30.08,1.41,1.16,50.91,85.27
1200000,2872.04,14.49,1.5,5.85,247.69,30.15,1.23,1.11,49.24,86.21
1260000,2880.22,15.03,1.41,5.86,247.96,30.38,1.26,1.06,51.18,86.18
1320000,2858.45,14.22,1.54,5.68,247.17,29.72,1.26,1.19,49.26,85.73
1380000,2887.91,15.18,1.48,5.98,247.03,29.88,1.44,1.13,51.1,85.82
1440000,2882.79,14.92,1.53,5.88,251.6,30.46,1.49,1.35,50.89,85.82
1500000,2863.5,14.71,1.46,5.76,247.18,30.09,1.51,1.21,49.75,86.43
1560000,2873.58,14.4,1.44,5.78,240.65,30.07,1.69,1.51,50.17,85.67
1620000,2860.0,14.7,1.45,5.79,246.33,30.33,1.39,1.2,50.02,85.69
1680000,2883.63,15.18,1.44,5.92,246.39,29.89,1.35,1.17,50.77,85.79
1740000,2878.77,15.12,1.58,5.93,250.83,30.24,1.4,1.11,50.54,85.96
1800000,2870.15,14.28,1.51,5.84,247.71,30.05,1.62,1.42,48.05,86.44
1860000,2899.77,15.36,1.48,5.85,248.21,30.08,1.43,1.28,50.43,85.8
1920000,2892.67,15.36,1.5,5.91,249.83,30.64,1.52,1.31,51.28,85.91
1980000,2884.49,14.96,1.43,5.9,254.31,30.31,1.46,1.4,50.22,86.04
2040000,2878.15,14.5,1.52,6.04,252.15,30.36,1.41,1.07,50.3,85.83
2100000,2887.53,15.13,1.49,5.9,244.98,30.25,1.56,1.44,51.28,85.31
2160000,2874.56,14.44,1.56,5.86,249.7,30.6,1.57,1.37,48.71,86.0
2220000,2898.3,15.22,1.47,5.91,250.04,30.03,1.49,1.35,50.99,85.6
