timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2896.66,14.86,1.54,5.99,251.03,30.23,1.29,1.05,49.45,87.1
60000,2899.51,15.13,1.43,6.06,250.51,30.04,1.19,1.12,50.18,87.28
120000,2884.22,14.74,1.39,6.03,251.27,30.22,1.1,1.09,49.03,86.44
180000,2875.34,14.75,1.54,5.98,246.8,30.02,1.31,1.12,49.51,86.71
240000,2891.07,15.28,1.59,6.16,248.74,30.32,1.31,1.07,50.05,86.55
300000,2867.49,14.41,1.53,5.8,248.1,30.36,1.48,1.31,49.59,86.26
360000,2890.16,14.9,1.48,5.69,251.08,30.04,1.27,1.22,50.0,86.84
420000,2876.95,14.52,1.56,5.97,255.4,30.01,1.21,0.9,49.65,86.41
480000,2901.5,14.49,1.51,6.01,253.26,30.14,1.23,1.01,48.37,86.72
540000,2907.11,14.75,1.48,6.0,249.94,29.96,1.36,1.1,49.34,86.52
600000,2888.85,14.84,1.42,5.99,247.52,29.94,1.17,0.88,49.91,86.67
660000,2919.98,15.41,1.43,6.17,255.93,30.11,1.2,1.05,50.9,86.12
720000,2920.96,15.11,1.56,6.08,246.13,30.27,1.21,1.12,49.43,86.89
780000,2908.45,15.03,1.57,6.11,247.92,29.89,1.13,1.02,51.11,86.27
840000,2903.4,15.06,1.49,5.95,255.86,30.18,1.35,1.18,50.81,87.01
900000,2895.12,14.79,1.59,6.0,252.39,30.37,1.2,1.14,50.34,86.42
960000,2900.46,14.85,1.47,6.02,251.49,30.32,1.17,0.92,49.15,87.83
1020000,2914.92,15.62,1.54,6.21,250.44,30.2,1.35,1.27,51.08,86.79
1080000,2891.86,14.68,1.39,5.94,245.06,30.32,1.38,1.26,49.19,87.25
1140000,2927.86,15.42,1.51,6.02,245.96,30.42,1.37,1.11,50.78,86.56
1200000,2916.54,15.29,1.56,6.02,254.17,30.15,1.09,0.93,50.77,86.71
1260000,2929.24,15.65,1.52,5.88,249.92,30.13,1.17,1.01,50.48,86.94
1320000,2917.36,15.28,1.57,6.0,253.02,30.27,1.12,1.07,50.51,86.79
1380000,2922.05,15.24,1.44,6.07,242.48,30.44,1.28,0.95,49.91,86.83
