timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2873.0,15.39,1.45,5.82,244.01,30.53,1.9,1.61,52.35,83.47
60000,2920.93,15.86,1.5,5.89,252.06,30.61,1.78,1.58,52.97,83.12
120000,2915.33,15.68,1.56,5.88,253.52,30.33,2.02,1.78,51.6,84.28
180000,2906.61,15.72,1.52,6.01,249.84,30.01,1.95,1.79,52.98,83.51
240000,2890.12,15.18,1.56,5.83,254.67,30.05,1.91,1.57,52.68,83.72
300000,2913.29,15.73,1.41,5.91,248.14,30.22,2.02,1.78,53.07,83.79
360000,2898.28,15.49,1.52,5.99,251.77,30.36,1.87,1.65,51.78,83.41
420000,2911.34,15.73,1.42,5.93,251.32,30.24,1.77,1.49,53.31,83.62
480000,2927.83,15.75,1.42,6.05,256.38,29.89,1.91,1.6,53.32,83.6
540000,2912.66,15.73,1.54,5.97,246.57,30.28,1.77,1.39,53.55,83.47
600000,2936.88,16.28,1.47,6.12,253.79,30.14,1.9,1.67,53.64,83.19
660000,2937.58,15.84,1.47,5.94,250.14,30.03,1.74,1.52,53.56,83.67
720000,2947.27,16.02,1.51,5.96,253.44,30.3,1.86,1.59,53.58,83.36
780000,2919.63,15.67,1.44,6.09,252.55,30.48,1.77,1.32,52.62,83.6
840000,2899.47,15.42,1.54,5.69,250.01,30.4,1.83,1.44,52.27,84.32
900000,2924.2,15.83,1.54,5.78,259.69,30.24,1.63,1.34,52.0,84.06
960000,2901.83,15.54,1.48,5.93,250.19,29.99,1.92,1.66,52.55,83.68
1020000,2940.73,15.96,1.49,5.92,251.75,30.21,2.05,1.75,53.24,83.33
1080000,2929.9,16.02,1.43,5.83,251.04,30.12,1.92,1.7,53.21,83.64
1140000,2932.59,15.88,1.36,5.89,251.56,30.02,1.88,1.64,52.91,83.27
1200000,2929.36,16.05,1.45,5.99,255.6,30.71,1.95,1.72,52.68,83.85
1260000,2942.29,16.2,1.62,6.04,251.83,30.61,1.72,1.57,52.93,83.71
1320000,2923.59,16.07,1.47,5.78,253.18,30.08,1.9,1.62,53.53,83.96
1380000,2907.1,15.69,1.47,5.7,254.51,30.15,1.88,1.5,52.65,84.18
1440000,2919.99,15.96,1.45,5.92,246.94,30.22,1.87,1.48,53.17,83.97
1500000,2939.04,16.03,1.54,6.1,249.43,30.42,1.8,1.47,53.42,83.49
1560000,2919.2,15.79,1.48,5.81,253.91,29.96,2.02,1.55,53.64,83.66
1620000,2920.25,15.36,1.38,5.87,250.95,30.39,1.73,1.6,52.19,83.69
1680000,2909.63,15.52,1.43,5.74,251.6,29.81,1.74,1.36,52.52,83.38
1740000,2925.82,15.54,1.53,5.84,250.92,30.47,1.86,1.59,52.81,83.33
1800000,2927.56,16.01,1.55,5.78,251.54,30.42,1.66,1.36,53.65,83.04
1860000,2919.42,16.15,1.4,5.97,253.25,30.05,1.93,1.68,54.63,83.36
1920000,2938.54,16.21,1.49,5.98,258.48,30.09,1.67,1.47,53.79,83.33
1980000,2952.4,16.09,1.49,6.01,255.08,30.19,2.12,1.88,53.54,83.77
