timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2879.35,15.22,1.52,5.8,247.42,29.92,1.77,1.6,50.73,84.62
60000,2871.7,14.87,1.5,5.91,252.32,30.18,1.64,1.26,52.28,84.63
120000,2895.53,15.01,1.61,5.84,250.37,30.43,1.7,1.51,50.72,84.71
180000,2854.88,14.41,1.54,5.81,251.01,30.26,1.79,1.46,50.74,83.94
240000,2884.13,14.98,1.51,5.84,251.76,30.44,1.81,1.52,50.93,84.43
300000,2893.14,15.01,1.52,5.82,254.9,30.14,1.66,1.4,51.1,84.76
360000,2851.54,14.88,1.52,5.64,241.31,30.34,1.77,1.52,50.22,84.33
420000,2878.79,14.89,1.5,5.86,246.83,30.12,1.62,1.42,51.15,84.33
480000,2861.64,14.61,1.52,5.81,245.87,30.01,1.71,1.32,50.58,84.34
540000,2884.81,15.3,1.48,5.61,246.99,30.59,1.65,1.34,52.13,84.11
600000,2860.56,14.38,1.49,5.79,245.47,30.16,1.68,1.4,49.75,84.8
660000,2862.18,15.1,1.45,5.77,238.82,30.12,1.64,1.42,51.24,84.47
720000,2875.09,15.19,1.53,5.52,247.45,30.24,1.9,1.69,51.36,84.37
780000,2862.33,14.93,1.43,5.68,244.53,30.17,1.76,1.54,51.37,84.8
840000,2880.43,15.04,1.63,5.69,249.0,30.1,1.73,1.54,53.12,84.87
900000,2871.02,15.14,1.57,5.71,245.29,29.96,1.68,1.5,51.26,84.61
960000,2896.59,15.24,1.49,6.01,247.21,30.18,1.78,1.44,51.5,84.5
1020000,2868.08,14.58,1.54,5.7,242.64,30.36,1.72,1.47,50.06,84.61
1080000,2913.19,15.65,1.45,5.77,249.0,29.88,1.87,1.54,51.77,84.26
1140000,2885.22,14.97,1.52,5.83,249.92,30.21,1.75,1.49,51.85,84.99
1200000,2884.37,15.31,1.52,5.98,248.59,30.41,1.68,1.46,52.21,84.34
1260000,2892.35,15.39,1.52,5.85,253.47,30.14,1.81,1.56,51.74,84.39
1320000,2886.48,15.15,1.51,5.62,251.92,30.06,1.76,1.4,50.97,84.22
1380000,2887.44,15.17,1.5,5.84,251.21,30.56,1.98,1.68,51.66,84.29
1440000,2879.45,14.73,1.51,5.82,247.96,30.27,1.77,1.52,50.85,84.72
1500000,2898.37,15.28,1.45,5.73,245.35,29.97,1.82,1.55,52.12,84.87
1560000,2875.51,15.13,1.6,5.68,246.29,29.88,1.58,1.4,50.9,84.18
1620000,2885.04,15.2,1.44,5.76,247.01,30.15,1.85,1.45,50.44,84.17
1680000,2882.06,15.11,1.52,5.77,252.58,30.24,1.67,1.41,51.7,84.39
1740000,2923.98,15.81,1.44,5.93,250.1,30.34,1.66,1.47,52.29,84.28
1800000,2890.72,15.02,1.52,5.8,244.88,30.04,1.74,1.57,51.62,83.82
1860000,2877.4,14.9,1.55,5.66,245.46,30.33,1.7,1.31,51.29,84.68
1920000,2872.54,15.1,1.55,5.75,246.91,30.36,1.71,1.48,50.72,84.21
1980000,2892.41,15.59,1.46,5.8,252.26,30.19,1.83,1.52,51.83,84.77
2040000,2906.02,15.01,1.48,5.9,256.95,30.26,1.83,1.56,50.55,84.94
2100000,2875.26,15.3,1.51,5.86,249.29,30.28,1.57,1.35,52.08,83.78
2160000,2893.42,15.23,1.52,5.65,251.12,30.04,1.7,1.52,52.04,84.59
2220000,2897.45,15.23,1.58,5.88,252.8,30.64,1.77,1.39,51.72,84.81
2280000,2891.15,15.54,1.51,5.84,245.96,30.38,1.73,1.41,52.19,84.3
2340000,2909.29,15.32,1.44,5.74,250.45,30.44,1.79,1.57,51.57,84.32
2400000,2906.68,15.5,1.49,5.93,254.63,30.28,1.63,1.41,52.14,84.48
2460000,2923.32,15.58,1.45,5.91,255.38,30.29,1.83,1.57,52.25,84.41
2520000,2940.86,16.1,1.44,6.16,254.76,30.23,1.8,1.52,53.3,84.22
2580000,2918.84,15.89,1.55,5.87,256.83,30.41,1.71,1.46,52.86,84.5
2640000,2954.22,16.13,1.51,6.16,255.43,31.11,1.81,1.48,54.28,83.6
2700000,2916.07,15.73,1.48,5.85,253.81,31.43,1.59,1.36,53.38,84.1
2760000,2939.19,16.18,1.45,6.07,247.0,31.25,1.75,1.38,54.24,83.67
