timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2909.1,15.0,1.44,5.99,248.86,30.06,1.14,0.95,51.12,86.6
60000,2911.57,15.09,1.44,6.0,245.91,30.31,1.28,1.15,50.19,86.79
120000,2907.54,15.26,1.44,6.0,254.7,30.49,1.29,1.15,50.83,86.82
180000,2903.06,14.84,1.43,5.98,248.35,29.89,1.16,1.15,49.86,87.52
240000,2902.0,14.78,1.45,6.24,249.38,30.4,1.27,1.08,49.2,86.98
300000,2911.23,15.38,1.58,5.97,248.71,30.29,1.13,0.99,49.93,87.23
360000,2927.09,15.21,1.46,6.02,252.26,30.46,1.14,0.95,50.32,86.39
420000,2924.15,15.15,1.53,6.24,250.81,30.18,1.18,1.0,50.67,86.77
480000,2923.22,15.25,1.54,5.95,255.79,30.34,1.09,0.95,50.32,86.23
540000,2911.31,14.78,1.48,5.92,253.1,30.03,1.11,0.82,49.6,87.25
600000,2941.55,15.6,1.56,6.33,257.67,30.31,1.17,0.93,50.58,86.33
660000,2883.26,14.59,1.37,6.06,250.74,30.2,1.07,0.84,48.62,87.09
720000,2932.28,15.65,1.54,6.17,256.83,30.14,1.25,1.14,50.69,86.48
780000,2907.08,15.01,1.41,6.05,247.26,29.96,1.15,0.98,49.24,87.77
840000,2937.64,15.53,1.55,6.15,256.89,30.22,1.36,1.14,50.68,85.92
900000,2927.63,15.75,1.42,6.02,251.3,30.02,1.27,0.94,51.11,86.29
960000,2911.53,15.27,1.48,6.09,253.98,30.15,1.15,1.12,50.51,86.78
1020000,2922.71,15.47,1.51,6.09,251.91,29.95,1.13,1.06,50.45,86.41
1080000,2955.63,15.79,1.52,6.23,259.42,30.34,1.27,1.14,51.14,86.03
1140000,2918.97,15.52,1.47,5.93,247.0,30.24,1.24,0.96,51.15,86.53
1200000,2914.37,14.88,1.51,6.01,255.23,30.28,1.16,1.07,49.69,87.13
1260000,2943.5,15.61,1.52,6.14,250.4,30.21,1.2,1.02,50.83,86.48
1320000,2936.17,15.16,1.41,6.07,248.26,29.76,1.35,1.22,50.02,86.51
1380000,2933.83,15.46,1.44,6.1,256.05,30.24,1.19,1.0,50.76,86.59
1440000,2903.71,14.82,1.47,6.02,250.55,30.39,1.09,0.86,49.49,86.93
1500000,2917.84,14.99,1.57,6.03,249.39,30.14,1.15,0.86,49.78,87.11
1560000,2920.65,15.25,1.45,6.17,250.6,30.12,1.16,0.84,49.87,86.5
1620000,2935.52,15.41,1.5,6.15,257.35,30.1,1.35,1.34,50.8,86.38
