timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2905.46,15.84,1.48,5.79,250.23,30.19,2.09,1.8,53.59,83.21
60000,2925.67,15.98,1.48,5.78,255.64,30.44,1.86,1.57,52.98,83.51
120000,2924.42,15.62,1.54,5.86,247.36,30.62,1.93,1.71,52.74,83.55
180000,2926.96,16.16,1.47,6.07,255.63,30.2,2.0,1.56,53.98,83.13
240000,2942.93,16.23,1.46,5.89,255.43,30.13,1.9,1.51,54.29,83.14
300000,2916.63,15.66,1.45,6.0,250.19,30.39,1.85,1.58,52.82,83.12
360000,2880.6,15.19,1.52,5.67,246.34,30.05,2.06,1.78,52.54,83.8
420000,2890.43,15.39,1.49,5.77,251.85,29.9,1.97,1.75,53.01,83.55
480000,2888.23,15.03,1.51,5.65,254.55,29.84,1.81,1.4,51.53,83.85
540000,2927.95,16.19,1.49,6.01,251.98,30.08,1.83,1.52,53.3,83.45
600000,2933.37,16.04,1.42,5.83,256.98,30.22,2.22,2.13,53.26,83.89
660000,2927.14,15.89,1.56,6.06,253.85,30.02,2.04,1.74,53.3,83.21
720000,2916.64,15.87,1.5,5.95,248.37,30.4,2.06,1.76,53.91,83.52
780000,2891.64,15.71,1.44,5.69,249.94,30.24,2.04,1.82,53.22,82.93
840000,2922.66,15.6,1.46,5.92,252.18,30.75,1.96,1.66,52.08,82.97
900000,2903.89,15.65,1.42,5.84,258.51,30.12,2.02,1.75,52.83,84.06
960000,2894.75,15.35,1.45,5.73,246.15,30.42,1.76,1.43,52.42,83.48
1020000,2903.25,15.43,1.44,5.71,255.89,30.44,1.91,1.55,53.43,83.42
1080000,2912.57,15.32,1.45,5.82,249.46,30.36,2.3,1.92,52.52,83.03
1140000,2900.88,15.67,1.48,5.78,252.36,30.4,2.05,1.81,53.0,83.54
1200000,2911.28,16.01,1.53,5.76,256.35,30.75,1.92,1.7,53.34,83.05
1260000,2933.26,16.13,1.47,5.99,249.98,30.25,1.93,1.63,53.04,83.16
1320000,2888.83,15.37,1.42,5.64,250.72,30.08,1.98,1.69,52.07,83.57
1380000,2886.5,15.16,1.57,5.9,245.12,29.97,1.93,1.65,51.47,83.78
1440000,2928.01,15.82,1.5,5.82,255.2,30.27,1.98,1.73,53.21,82.78
1500000,2894.45,15.42,1.58,5.8,245.58,30.1,1.79,1.52,52.9,83.45
1560000,2872.52,15.25,1.42,5.61,249.32,30.04,2.17,1.8,52.19,83.41
1620000,2866.46,14.93,1.54,5.66,249.94,30.11,2.0,1.9,51.94,83.95
1680000,2898.75,15.28,1.43,5.88,257.05,30.47,2.02,1.71,52.6,83.07
1740000,2889.48,15.44,1.47,5.7,249.62,30.14,2.07,1.78,51.63,83.69
1800000,2890.88,15.27,1.53,5.64,246.51,30.25,1.94,1.69,52.63,83.94
1860000,2846.68,14.73,1.46,5.53,245.19,30.69,1.94,1.51,51.35,83.35
1920000,2858.59,15.02,1.5,5.51,245.21,30.58,1.78,1.53,52.98,83.37
1980000,2878.01,15.21,1.45,5.54,251.81,29.87,2.03,1.68,51.94,83.46
2040000,2869.24,15.06,1.57,5.61,246.23,30.34,1.87,1.61,50.97,84.2
2100000,2872.68,14.85,1.5,5.59,248.72,30.63,1.97,1.54,51.26,83.21
2160000,2875.34,14.81,1.42,5.63,253.87,29.95,2.03,1.73,52.02,83.29
2220000,2889.9,15.36,1.45,5.72,250.95,30.18,2.01,1.73,52.09,83.28
2280000,2857.42,14.78,1.44,5.48,242.83,30.3,2.09,1.81,51.56,83.43
2340000,2882.91,15.48,1.52,5.83,250.72,29.93,2.09,1.78,52.32,83.77
2400000,2873.7,15.23,1.55,5.7,241.67,30.39,2.09,1.75,52.99,83.55
2460000,2864.48,15.14,1.48,5.62,244.45,30.41,2.06,1.69,51.05,83.42
2520000,2862.01,14.82,1.57,5.55,251.67,30.35,1.85,1.46,50.77,84.01
2580000,2877.19,15.09,1.48,5.72,245.8,29.94,1.87,1.63,52.17,83.52
2640000,2850.27,14.96,1.48,5.68,241.65,31.29,2.06,1.71,52.0,83.5
2700000,2867.6,14.89,1.53,5.75,248.53,31.07,1.99,1.68,51.81,83.58
2760000,2865.79,14.75,1.46,5.56,246.91,31.28,1.82,1.64,52.45,83.21
2820000,2882.59,15.19,1.56,5.55,248.79,31.26,2.04,1.71,53.64,82.9
2880000,2867.03,15.27,1.49,5.55,247.06,31.27,1.99,1.49,53.23,82.82
2940000,2887.91,15.49,1.52,5.61,246.55,31.65,2.0,1.72,53.27,83.4
3000000,2890.76,15.31,1.53,5.78,255.73,31.18,1.86,1.51,54.03,83.27
3060000,2887.05,15.38,1.52,5.69,250.4,31.26,2.07,1.8,53.86,83.13
3120000,2848.92,14.77,1.53,5.51,246.11,31.17,1.96,1.72,52.98,82.78
3180000,2876.33,15.08,1.48,5.85,246.31,31.28,1.84,1.43,53.12,83.23
3240000,2849.44,14.55,1.45,5.45,247.62,31.59,1.84,1.49,52.93,83.35
3300000,2912.57,16.12,1.52,5.91,253.8,31.11,1.97,1.75,54.69,82.75
3360000,2885.05,14.97,1.48,5.82,244.46,31.6,1.93,1.69,52.77,83.12
3420000,2885.81,15.21,1.5,5.64,247.57,30.95,1.78,1.48,54.97,82.72
3480000,2878.87,15.13,1.44,5.65,242.25,31.32,1.98,1.83,53.29,83.3
3540000,2859.11,15.25,1.54,5.67,244.69,31.34,1.98,1.63,53.41,83.11
3600000,2864.2,14.9,1.5,5.59,249.41,31.12,2.02,1.6,53.9,83.15
3660000,2898.3,15.31,1.57,5.91,249.86,31.28,2.0,1.66,53.76,83.87
3720000,2855.03,14.76,1.48,5.71,251.13,31.08,2.06,1.8,52.85,83.26
3780000,2896.06,15.49,1.56,5.71,248.43,31.22,1.95,1.62,53.46,83.34
3840000,2892.92,15.13,1.46,5.85,248.01,31.26,1.99,1.77,53.24,83.42
3900000,2875.83,14.97,1.52,5.63,249.23,31.27,1.9,1.69,52.91,83.44
3960000,2883.85,15.15,1.49,5.85,250.45,31.23,2.06,1.55,54.2,83.16
4020000,2899.51,15.59,1.66,5.78,251.26,31.13,1.96,1.76,54.18,83.03
4080000,2924.07,15.58,1.54,5.97,251.83,31.74,1.94,1.51,54.02,83.06
4140000,2889.19,15.52,1.49,5.72,250.03,31.72,2.13,1.77,53.69,83.26
4200000,2879.51,15.07,1.51,5.79,250.23,31.67,2.14,1.73,53.33,83.05
4260000,2876.57,14.94,1.51,5.68,243.01,31.7,1.92,1.75,52.6,83.74
4320000,2898.84,15.11,1.53,5.86,250.96,31.37,1.98,1.63,52.46,83.18
4380000,2910.64,15.71,1.52,5.68,250.43,31.49,1.91,1.66,53.45,83.25
4440000,2897.12,15.63,1.44,5.76,249.65,31.79,1.94,1.69,53.48,82.93
4500000,2891.17,15.12,1.54,5.9,249.28,31.23,1.88,1.58,52.45,83.49
4560000,2888.49,15.03,1.59,5.79,252.13,31.35,2.06,1.84,52.99,83.56
4620000,2905.71,15.65,1.36,5.77,250.94,31.33,1.93,1.76,54.38,82.88
4680000,2925.7,16.33,1.51,5.84,247.52,31.6,2.01,1.82,54.75,83.04
4740000,2932.14,16.01,1.46,5.96,249.0,31.42,2.18,1.84,54.71,82.9
4800000,2925.98,15.96,1.5,6.04,254.27,31.35,2.17,2.01,55.22,82.69
4860000,2894.85,15.57,1.5,5.77,248.76,31.23,2.03,1.66,54.73,83.38
