timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
0,2868.6,15.11,1.53,5.82,247.07,30.19,1.5,1.22,51.19,84.56
60000,2876.05,14.63,1.58,6.03,250.82,29.95,1.67,1.45,51.79,85.42
120000,2909.39,15.4,1.45,6.05,245.99,30.09,1.61,1.36,51.79,85.19
180000,2901.22,14.6,1.55,5.86,247.54,30.6,1.62,1.41,50.97,85.19
240000,2905.13,15.7,1.48,5.93,251.49,30.38,1.49,1.42,52.15,84.74
300000,2912.96,15.7,1.46,5.96,247.89,30.48,1.55,1.23,52.16,84.93
360000,2895.61,15.36,1.54,5.82,255.68,30.24,1.75,1.57,50.9,85.44
420000,2903.16,15.48,1.52,6.02,250.98,30.02,1.66,1.43,52.39,85.24
480000,2889.24,15.15,1.6,5.91,252.97,29.99,1.49,1.17,50.73,85.53
540000,2905.13,15.24,1.54,5.87,248.96,30.2,1.53,1.31,51.1,85.69
600000,2886.82,14.93,1.45,5.83,248.28,30.32,1.64,1.27,50.57,85.42
660000,2941.2,15.73,1.53,5.92,260.15,30.27,1.65,1.42,52.22,84.12
720000,2925.21,15.72,1.51,6.0,259.84,30.42,1.61,1.47,53.05,84.01
780000,2920.7,15.26,1.52,5.98,252.7,30.51,1.53,1.14,50.6,85.62
840000,2918.32,15.53,1.56,5.88,254.22,30.32,1.57,1.43,50.98,85.02
900000,2901.37,15.3,1.57,5.98,254.91,30.34,1.64,1.44,51.06,85.48
960000,2891.44,15.33,1.59,5.76,243.86,30.77,1.7,1.52,51.71,85.24
1020000,2908.25,15.46,1.47,5.89,250.95,30.11,1.48,1.26,51.32,85.67
1080000,2925.86,15.87,1.46,5.86,255.56,30.18,1.58,1.45,51.66,84.69
